policy,sigma_km,maneuver,pair_id,rso_id,delta_v_magnitude_mps,delta_v_radial_mps,delta_v_transverse_mps,delta_v_normal_mps,burn_time_seconds,seconds_after_burn,final_trace_maneuver,final_trace_control,final_trace_change,final_error_maneuver_km,final_error_control_km,final_nominal_truth_offset_km,reacquired,reacquisition_time_seconds,post_maneuver_observation_count
advanced_greedy,0,random,seed_001,1,26.13706976,-2.445772279,5.922723941,-25.33941504,815.1355685,4584.864431,0.01298265839,0.01298265839,0,118.2856979,0,118.2856979,False,nan,0
advanced_greedy,0,random,seed_001,7,42.24342517,-0.5474466722,16.51411312,-38.87790298,1514.433392,3885.566608,0.008757297482,0.008757297482,0,163.8436737,0,163.8436737,False,nan,0
advanced_greedy,0,random,seed_001,9,1.326977953,-0.2577820215,0.6544700773,-1.125205686,2162.459297,3237.540703,0.02614735084,0.02614735084,0,4.380853176,0,4.380853176,False,nan,0
advanced_greedy,0,random,seed_001,13,71.71382746,-13.79421499,-39.77070973,58.05930872,810.0815902,4589.91841,0.01520526474,0.01520526474,0,327.7130432,0.1510025859,327.7132874,False,nan,0
advanced_greedy,0,random,seed_001,24,11.04981068,0.1597185289,10.77598937,2.439438302,1081.776985,4318.223015,0.003729260185,0.003729260185,0,20.00013161,0.07104747742,47.83747482,True,3120.523072,1
advanced_greedy,0,random,seed_001,27,1.931079374,-0.5686269889,1.504819161,-1.06829312,3199.928921,2200.071079,0.009805286743,0.009805286743,0,4.414672375,0.08860719949,4.359477043,False,nan,0
advanced_greedy,0,random,seed_001,30,98.05532272,-71.7185026,35.6843019,56.55027231,4227.476933,1172.523067,0.02482227273,0.02482227273,0,123.1879578,0,123.1879578,False,nan,0
advanced_greedy,0,random,seed_001,34,10.36979835,-4.978214018,2.174502716,-8.832985963,4096.995023,1303.004977,0.00196793047,0.00196793047,0,14.3882122,0.07774939388,14.36060143,False,nan,0
advanced_greedy,0,random,seed_001,48,13.17644982,-4.777233736,-11.62970939,-3.942933831,2874.181919,2525.818081,0.004257005856,0.004257005856,0,23.74924088,0.1754159927,34.27030945,True,1047.418136,1
advanced_greedy,0,random,seed_001,50,5.448021862,-3.467397694,4.049546226,-1.122172357,4371.738983,1028.261017,0.01050378204,0.01050378204,0,6.109214306,0.08093301952,6.053826332,False,nan,0
advanced_greedy,0,random,seed_001,57,3.409007701,-0.9202793673,0.4095139555,3.25679562,2480.074279,2919.925721,0.01174739042,0.01174739042,0,10.23696899,0.1716812849,10.18571281,False,nan,0
advanced_greedy,0,random,seed_001,69,75.36565912,64.33450141,4.981329838,-38.93893754,1931.998612,3468.001388,0.003373744763,0.003373744763,0,174.6521301,0.02649407461,270.0510864,True,2053.101443,1
advanced_greedy,0,random,seed_001,73,62.27139641,11.72316484,-60.08688001,11.39566002,1898.843642,3501.156358,0.004856727821,0.004856727821,0,220.6442108,0.1092023551,220.6904602,False,nan,0
advanced_greedy,0,random,seed_001,75,8.769142349,-4.234607528,2.609144347,7.222071891,4184.271396,1215.728604,0.006398862014,0.006398862014,0,11.39220524,0.08958839625,11.38314152,False,nan,0
advanced_greedy,0,random,seed_001,82,16.37136664,13.07091611,-2.110464351,9.629056967,3122.092748,2277.907252,0.01232156353,0.01232156353,0,38.82865143,0,38.82865143,False,nan,0
advanced_greedy,0,random,seed_001,84,94.9060723,-14.13413938,-61.35144901,71.0168175,4285.491604,1114.508396,0.008565841667,0.008565841667,0,113.6113358,0.1562543213,113.5119095,False,nan,0
advanced_greedy,0,random,seed_001,88,2.392161791,-2.074906781,0.987165923,-0.6653595481,3307.405083,2092.594917,0.009913762246,0.009913762246,0,5.246831894,0,5.246831894,False,nan,0
advanced_greedy,0,random,seed_001,89,10.79278094,8.482265222,6.566512542,1.190046319,1341.55275,4058.44725,0.003080360441,0.003080360441,0,45.51137924,0.06189955771,45.54808807,False,nan,0
advanced_greedy,0,random,seed_001,93,1.531157954,-0.4340709092,1.425910185,0.350438686,4075.944876,1324.055124,0.008409865097,0.008409865097,0,2.315895796,0.1909957975,2.150060415,False,nan,0
advanced_greedy,0,random,seed_001,97,90.87256316,-90.64041956,-3.106862243,5.699516215,3998.354227,1401.645773,0.009459159681,0.009459159681,0,105.8547058,0.06079420447,135.4497528,True,1369.245846,1
advanced_greedy,0,random,seed_002,0,3.378152098,-1.901489801,-1.4910159,2.360745585,3902.399384,1497.600616,0.02597012187,0.02597012187,-3.431283035e-15,5.085887432,0,5.085887432,False,nan,0
advanced_greedy,0,random,seed_002,4,3.009176433,2.778682089,0.7263292846,-0.8980614805,2100.128976,3299.871024,0.00927407321,0.00927407321,-3.406996907e-15,10.24179363,0,10.24179363,False,nan,0
advanced_greedy,0,random,seed_002,7,6.338083691,0.6988915732,5.685491403,2.712571279,657.642043,4742.357957,0.002056762003,0.002048577569,8.184433576e-06,25.87050629,0.1529601812,29.37363625,True,907.6579711,1
advanced_greedy,0,random,seed_002,14,2.215859766,0.6137230995,1.928540974,0.9022794289,4698.640139,701.3598609,0.01422874646,0.01422874646,-3.413935801e-15,1.710767508,0.2227565944,1.569478512,False,nan,0
advanced_greedy,0,random,seed_002,18,95.46678227,-22.23393248,34.91259024,-86.02714575,1027.043256,4372.956744,0.006969678089,0.006969678089,-3.413068439e-15,412.4250793,0.05608085915,412.4189148,False,nan,0
advanced_greedy,0,random,seed_002,21,2.045702191,0.8096686218,-0.3517287568,-1.845432485,2202.140375,3197.859625,0.005682685799,0.005682685799,-1.21257171e-15,6.559195042,0.1285241991,6.539278984,False,nan,0
advanced_greedy,0,random,seed_002,34,2.707061157,0.8435705739,-2.028494319,1.581701487,2582.933331,2817.066669,0.009777721937,0.009777721937,-3.413935801e-15,7.598742485,0.1053026542,7.600846291,False,nan,0
advanced_greedy,0,random,seed_002,44,29.56018339,3.366179309,-23.36021765,-17.79813222,3881.778135,1518.221865,0.01163105122,0.01163105122,-3.405262183e-15,45.02484512,0,45.02484512,False,nan,0
advanced_greedy,0,random,seed_002,50,82.86370896,-30.81366755,-11.16752407,-76.10649487,2029.719389,3370.280611,0.04060477209,0.04060477209,-3.400058013e-15,277.9643555,0,277.9643555,False,nan,0
advanced_greedy,0,random,seed_002,51,23.52149007,-9.4123816,-16.50205841,13.86901711,873.0627253,4526.937275,0.02854350032,0.02854350032,-3.393119119e-15,106.2710037,0,106.2710037,False,nan,0
advanced_greedy,0,random,seed_002,60,3.713931485,-0.03816156368,-0.6742531781,3.652014981,1982.384297,3417.615703,0.01356644042,0.01353640958,3.003084652e-05,12.45170307,0.07679461688,12.51968956,True,998.4157455,1
advanced_greedy,0,random,seed_002,62,6.253306237,-4.283997848,-4.28184755,-1.55466488,4544.257362,855.7426381,0.01410828243,0.01410828243,-3.417405248e-15,5.487499237,0.1057095826,5.399721146,False,nan,0
advanced_greedy,0,random,seed_002,69,34.19074357,-26.09236854,-19.55229812,10.29091288,4604.964355,795.0356445,0.005978647978,0.005978647978,-3.412201077e-15,27.4721756,0.1473988444,27.45928383,False,nan,0
advanced_greedy,0,random,seed_002,70,1.199340867,0.8463537694,-0.6177106141,0.5835558318,3595.304908,1804.695092,0.01528437766,0.01528437766,-3.40352746e-15,2.11262536,0.1211178973,2.175949335,False,nan,0
advanced_greedy,0,random,seed_002,78,2.980210653,1.193332793,-2.730806779,-0.017513377,1743.173976,3656.826024,0.0285507679,0.0285507679,-3.40352746e-15,10.75602722,0,10.75602722,False,nan,0
advanced_greedy,0,random,seed_002,83,40.2182229,-19.28561639,-33.64249996,10.66548875,1094.441717,4305.558283,0.01262430188,0.01273662957,-0.0001123276852,136.7867432,0.01986209489,173.7010803,True,7.108286166,52
advanced_greedy,0,random,seed_002,86,26.5177069,4.12982229,-25.55070968,-5.770145756,1688.002625,3711.997375,0.009975890016,0.009975890016,-5.620504062e-16,92.57523346,0.07497964054,97.20492554,True,182.0973988,1
advanced_greedy,0,random,seed_002,90,68.5249591,32.4359748,-50.86860227,32.49558219,2807.85664,2592.14336,0.007707297885,0.007707297885,-3.412201077e-15,177.4103241,0.1186999604,177.488266,False,nan,0
advanced_greedy,0,random,seed_002,91,2.418296902,-1.945488235,-0.4623918576,-1.359937206,1603.752709,3796.247291,0.01624616275,0.01624616275,-3.406996907e-15,9.447159767,0.03086864948,9.451003075,False,nan,0
advanced_greedy,0,random,seed_002,94,57.19447013,-47.84542647,-30.72878082,6.145291623,2148.706154,3251.293846,0.009654630246,0.009654630246,-3.410466354e-15,189.4299927,0.1370261163,189.3925781,False,nan,0
advanced_greedy,0,random,seed_003,1,1.536637591,0.05126350705,0.6568000482,-1.388250999,3399.29083,2000.70917,0.02160822439,0.02160822439,1.602884492e-15,3.111326933,0,3.111326933,False,nan,0
advanced_greedy,0,random,seed_003,3,11.21099373,4.1419953,-10.36779712,1.019332165,2134.771621,3265.228379,0.01103235627,0.01103235627,1.601149768e-15,36.5503273,0.0572187528,36.59227371,False,nan,0
advanced_greedy,0,random,seed_003,9,16.86202437,-6.336263266,-4.087791849,-15.08209506,3158.893712,2241.106288,0.004135585129,0.004135585129,1.597680321e-15,38.3358345,0.09609506279,38.29486465,False,nan,0
advanced_greedy,0,random,seed_003,15,9.854971999,2.326967836,9.574609792,0.1803915798,2241.017986,3158.982014,0.01270324104,0.01277234935,-6.910831181e-05,17.28162766,0.007202382199,31.33129692,True,1219.182064,71
advanced_greedy,0,random,seed_003,23,1.235298354,0.4239192122,-0.4796019227,-1.056520951,898.6300723,4501.369928,0.01060511078,0.01060511078,1.599415045e-15,5.484284878,0.06923015416,5.512358189,False,nan,0
advanced_greedy,0,random,seed_003,24,13.54945266,-0.2816701856,-12.29228351,-5.692810856,3064.920523,2335.079477,0.009135763745,0.009135763745,1.595945598e-15,32.04751587,0.1281562746,32.03012085,False,nan,0
advanced_greedy,0,random,seed_003,27,3.254790809,-0.547607086,-2.16912947,-2.364036174,3906.758058,1493.241942,0.01948127488,0.01948127488,1.595945598e-15,4.984191895,0,4.984191895,False,nan,0
advanced_greedy,0,random,seed_003,33,39.91865608,17.65469226,-34.30624882,10.24169109,2118.188848,3281.811152,0.0199783153,0.0199783153,1.602884492e-15,132.2129364,0,132.2129364,False,nan,0
advanced_greedy,0,random,seed_003,38,44.16287094,-3.610485839,26.22023802,35.35283128,2624.243245,2775.756755,0.004556438611,0.004556438611,1.59681296e-15,123.434761,0.06627731025,123.4271164,False,nan,0
advanced_greedy,0,random,seed_003,51,33.1705079,-25.55286055,-18.83602393,9.619673311,3694.294581,1705.705419,0.01132371857,0.01132371857,2.216976602e-15,51.45147705,0.01649766229,58.36200333,True,1507.355508,1
advanced_greedy,0,random,seed_003,59,9.578617171,8.599827461,-0.9004136323,-4.120937979,1014.927922,4385.072078,0.00863307895,0.00863307895,1.599415045e-15,40.58979034,0.06377387792,43.3898468,True,343.2720884,1
advanced_greedy,0,random,seed_003,68,47.46203547,17.871724,41.65761748,14.06730954,2956.406137,2443.593863,0.006333038357,0.006333038357,1.599415045e-15,117.6192093,0.1258546263,117.5988083,False,nan,0
advanced_greedy,0,random,seed_003,69,3.457062846,3.15921984,-1.381913026,0.2468398567,1756.012169,3643.987831,0.004906753516,0.004906753516,1.598547683e-15,12.80406761,0.1114471108,12.91503525,False,nan,0
advanced_greedy,0,random,seed_003,72,76.70425531,-23.63344172,14.83672662,-71.44840627,4229.453197,1170.546803,0.01095535188,0.01095535188,1.602884492e-15,92.8272934,0.1008865088,92.79052734,False,nan,0
advanced_greedy,0,random,seed_003,76,6.616326282,5.183074287,-1.80416633,-3.695469964,2249.130674,3150.869326,0.01022096253,0.01022096253,1.601149768e-15,20.74322319,0.08999479562,21.23741531,True,1115.619375,1
advanced_greedy,0,random,seed_003,86,1.25271423,1.013785579,0.6785230852,-0.2848476171,2094.482067,3305.517933,0.002864333401,0.002864333401,1.59681296e-15,4.201623917,0.1618755758,4.289784431,False,nan,0
advanced_greedy,0,random,seed_003,93,39.25192432,-35.1906426,-4.614894687,16.76409805,4585.98142,814.0185802,0.008946846855,0.008946846855,1.597680321e-15,33.64482498,0.09021703154,33.57516861,False,nan,0
advanced_greedy,0,random,seed_003,94,26.82011513,25.39188572,-7.874934073,-3.543462825,1698.96916,3701.03084,0.01534606811,0.01534606811,1.595945598e-15,102.7038651,0.1643784344,102.8660126,False,nan,0
advanced_greedy,0,random,seed_003,96,21.35268604,4.851867807,-16.15467166,-13.0928669,785.6855806,4614.314419,0.009324413456,0.009324413456,1.597680321e-15,95.49770355,0.07745264471,97.09325409,True,108.8644192,1
advanced_greedy,0,random,seed_003,97,3.169848369,1.335538422,0.2041472433,2.867507578,2535.473022,2864.526978,0.007175685642,0.007175685642,1.597680321e-15,9.10986805,0.0910820812,9.149651527,False,nan,0
advanced_greedy,0,random,seed_004,0,14.63166734,1.6024403,3.798219841,14.03892446,2841.536095,2558.463905,0.01042056179,0.01042727571,-6.713920381e-06,37.16597748,0.04467209801,37.63409424,True,1398.463982,2
advanced_greedy,0,random,seed_004,4,16.53137929,-6.81570368,-10.24580657,-11.0388465,2856.584905,2543.415095,0.01303523442,0.0130345481,6.863155283e-07,32.18413925,0.04642272741,42.34006119,True,1475.565157,3
advanced_greedy,0,random,seed_004,7,1.215848117,0.7354490889,0.4428536191,0.8609773238,1609.926992,3790.073008,0.008235415937,0.008235415937,4.510281038e-17,4.64139843,0.01356067415,4.648160458,False,nan,0
advanced_greedy,0,random,seed_004,8,2.601857848,-0.9453260796,-1.152808456,-2.132382594,2850.759201,2549.240799,0.01298625865,0.01298625865,4.683753385e-17,6.718507767,0.09600116313,6.674765587,False,nan,0
advanced_greedy,0,random,seed_004,10,10.83268581,9.681245512,4.770209099,-0.9304152018,2067.196507,3332.803493,0.01640566381,0.01640566381,4.510281038e-17,36.95088196,0,36.95088196,False,nan,0
advanced_greedy,0,random,seed_004,18,4.029660987,-1.91629566,3.512555106,0.4774256396,2139.197904,3260.802096,0.01020943032,0.01020943032,4.510281038e-17,13.19995022,0.09851212054,13.20138454,False,nan,0
advanced_greedy,0,random,seed_004,19,56.3230336,26.89222383,22.83185903,43.90670364,2694.675291,2705.324709,0.006195281173,0.006195281173,4.770489559e-17,153.4399109,0.09176253527,153.4763336,False,nan,0
advanced_greedy,0,random,seed_004,28,2.778912073,-0.4498764976,2.64334512,-0.7298561655,2552.997259,2847.002741,0.006749928048,0.006749928048,4.683753385e-17,7.965922832,0.06158901379,7.940627575,False,nan,0
advanced_greedy,0,random,seed_004,29,77.67143797,-63.64175475,-8.226890357,43.75954301,1822.688819,3577.311181,0.01303275307,0.01307835076,-4.5597693e-05,226.5539246,0.09951444715,283.1482239,True,2309.461243,2
advanced_greedy,0,random,seed_004,31,1.524187135,-0.07843031079,-0.3396905294,1.483780797,1099.356761,4300.643239,0.006565170859,0.006565170859,4.683753385e-17,6.484909058,0.05456712469,6.501194,True,203.4432525,1
advanced_greedy,0,random,seed_004,32,32.85210853,8.302109906,6.075756851,-31.19969847,1889.448635,3510.551365,0.01461844908,0.01448352134,0.0001349277422,108.349556,0.01191195566,115.1102905,True,1358.451423,126
advanced_greedy,0,random,seed_004,37,2.897124854,-0.6451667363,0.7678340215,2.717999856,862.8339946,4537.166005,0.01089948465,0.01089948465,4.857225733e-17,12.31280613,0.06709636003,13.06305027,True,4147.416075,1
advanced_greedy,0,random,seed_004,40,2.38536516,0.827085682,1.235070588,-1.865608979,1869.046735,3530.953265,0.01057807653,0.01057807653,4.510281038e-17,8.378044128,0.1023305655,8.425223351,False,nan,0
advanced_greedy,0,random,seed_004,60,89.34756588,-84.44462367,13.1624609,26.05460966,4307.842214,1092.157786,0.02639550243,0.02639550243,5.204170428e-17,99.90499115,0,99.90499115,False,nan,0
advanced_greedy,0,random,seed_004,68,3.821650608,1.829901196,-3.347723512,0.2218609198,4343.489517,1056.510483,0.02116012333,0.02116012333,5.551115123e-17,4.12789917,0,4.12789917,False,nan,0
advanced_greedy,0,random,seed_004,70,2.815766471,0.6355173718,0.3902514118,-2.715209444,3447.193496,1952.806504,0.01659320398,0.01659320398,4.857225733e-17,5.555860519,0,5.555860519,False,nan,0
advanced_greedy,0,random,seed_004,72,12.11748184,-10.41471651,1.704148331,-5.955075527,3243.226604,2156.773396,0.009189012701,0.009189012701,4.683753385e-17,26.6438694,0.0666161254,26.59233284,False,nan,0
advanced_greedy,0,random,seed_004,75,75.58318617,-19.02553357,47.09644833,55.9711681,2397.689903,3002.310097,0.01524159798,0.01524159798,4.857225733e-17,227.234375,0,227.234375,False,nan,0
advanced_greedy,0,random,seed_004,81,3.945974296,-2.260693092,-3.008944917,-1.185845849,1166.487347,4233.512653,0.01231092742,0.01231092742,4.857225733e-17,16.96803856,0.1688036919,16.89665604,False,nan,0
advanced_greedy,0,random,seed_004,94,47.92856796,39.59035291,-12.86565898,23.75345032,2167.707738,3232.292262,0.01588702345,0.01588702345,5.204170428e-17,157.8402557,0,157.8402557,False,nan,0
advanced_greedy,0,random,seed_005,0,7.196194087,-7.174163425,0.5548514975,-0.09342539755,1980.310329,3419.689671,0.007582182322,0.007582182322,0,15.15107059,0.08607622981,25.8290863,True,2313.339733,1
advanced_greedy,0,random,seed_005,7,3.597145807,2.568011362,-2.137150999,-1.333177109,2477.767699,2922.232301,0.01455920031,0.01455920031,0,10.81672859,0.1335253268,10.9390316,False,nan,0
advanced_greedy,0,random,seed_005,11,10.82554779,-2.159673596,9.643729926,-4.418910272,1597.159323,3802.840677,0.008468447195,0.008468447195,0,41.85988998,0.08001036197,41.86106873,False,nan,0
advanced_greedy,0,random,seed_005,12,2.513450757,1.773386001,1.117518663,-1.386971102,2934.089445,2465.910555,0.01155535249,0.01155535249,0,6.524941444,0,6.524941444,False,nan,0
advanced_greedy,0,random,seed_005,23,1.730272055,0.08468150026,1.717266476,0.1940780138,718.8452329,4681.154767,0.003488204492,0.003488204492,0,5.938565731,0.07361860573,8.148610115,True,1420.054804,1
advanced_greedy,0,random,seed_005,29,1.241818843,0.5836108873,0.6816815682,0.8583837192,855.9847922,4544.015208,0.01364623137,0.01364623137,0,5.188462257,1.096141219,5.77283287,False,nan,0
advanced_greedy,0,random,seed_005,33,1.029232842,0.1335050597,-0.953324005,-0.3642389089,3342.319861,2057.680139,0.007937818007,0.007937818007,0,2.171805859,0.1484464407,2.221826077,False,nan,0
advanced_greedy,0,random,seed_005,34,1.118468214,-0.7871495971,0.02013150311,-0.7943307753,3873.721033,1526.278967,0.009704607633,0.009704607633,0,1.650648236,0.1055657342,1.835719943,True,624.4790288,1
advanced_greedy,0,random,seed_005,37,97.58032553,-93.22222735,28.10875147,-6.436951765,3302.330356,2097.669644,0.008673499958,0.008673499958,0,218.0979614,0.1181155965,217.9921875,False,nan,0
advanced_greedy,0,random,seed_005,49,55.56714855,-25.38200813,-34.50966308,-35.39130989,3786.296522,1613.703478,0.03157425107,0.03157425107,0,95.80631256,0,95.80631256,False,nan,0
advanced_greedy,0,random,seed_005,62,87.92396862,76.80895389,-26.59350834,-33.52303946,3642.81027,1757.18973,0.0111618863,0.0111618863,0,164.6742859,0.1028336585,164.769165,False,nan,0
advanced_greedy,0,random,seed_005,71,32.42384864,-12.35952729,19.76424079,22.53714338,4331.076362,1068.923638,0.007408212025,0.007408212025,0,38.30265427,0.08077340573,38.25239182,False,nan,0
advanced_greedy,0,random,seed_005,72,54.74779091,26.97818218,-24.79826867,40.67608839,1331.4744,4068.5256,0.02432216712,0.02432216712,0,228.0362396,0,228.0362396,False,nan,0
advanced_greedy,0,random,seed_005,84,12.7414571,1.470937388,-12.64553407,0.5210955049,2904.624286,2495.375714,0.0158341105,0.01583829787,-4.18736059e-06,27.50658607,0.02977944911,33.10327911,True,285.8257674,38
advanced_greedy,0,random,seed_005,88,1.273868852,-0.1781190412,1.261136918,0.02343356409,3702.747236,1697.252764,0.009995618884,0.009995618884,0,0.1693486124,0.1958896667,2.29079771,True,1686.302864,1
advanced_greedy,0,random,seed_005,90,78.63842373,10.98605593,-57.32646669,52.69710123,3293.636713,2106.363287,0.01910661609,0.01910661609,0,173.5070496,0,173.5070496,False,nan,0
advanced_greedy,0,random,seed_005,91,7.520710878,1.747756901,-7.156698873,-1.512646409,2735.393874,2664.606126,0.01222077164,0.01222077164,0,20.77065086,0.01059028413,20.77799797,False,nan,0
advanced_greedy,0,random,seed_005,92,11.09910462,-0.0009801712631,0.2346212565,11.0966245,3925.425757,1474.574243,0.01977037864,0.01977037864,0,17.58179283,0.153951779,17.58000755,False,nan,0
advanced_greedy,0,random,seed_005,97,22.91356371,7.095971868,-0.06301520983,21.78702858,2848.257176,2551.742824,0.001642194195,0.001642194195,0,57.76620865,0.139295429,60.82777786,True,2663.542924,1
advanced_greedy,0,random,seed_005,99,3.234699847,1.107010791,2.624538127,1.532843706,1214.661423,4185.338577,0.01393776807,0.01393776807,0,13.82403851,0,13.82403851,False,nan,0
advanced_greedy,0,random,seed_006,1,56.07673176,-34.70673156,-24.07034308,-36.88714157,1756.835186,3643.164814,0.03222488386,0.03222488386,6.383782392e-16,208.7333221,0,208.7333221,False,nan,0
advanced_greedy,0,random,seed_006,7,24.33739972,1.051977966,-13.03252575,20.52694911,4607.555844,792.4441564,0.007011913894,0.007011913894,6.32306707e-16,20.45415306,0.07587140799,20.47295189,False,nan,0
advanced_greedy,0,random,seed_006,11,6.185218942,5.028026929,-3.597333668,0.1872673057,1426.873149,3973.126851,0.009755761269,0.009755761269,6.349087922e-16,25.02552795,0.0727108568,25.09516335,False,nan,0
advanced_greedy,0,random,seed_006,29,43.48501523,32.45370728,-6.770803295,-28.14000099,4415.423598,984.5764016,0.01187352954,0.01187335862,1.709245785e-07,44.97964478,0.01798036508,44.98338318,False,nan,0
advanced_greedy,0,random,seed_006,32,1.145282407,-0.5206188687,-0.7972248501,0.6364434965,1743.362507,3656.637493,0.0039266282,0.003925662323,9.658771337e-07,2.737419605,0.04462986812,4.238657475,True,1831.837547,2
advanced_greedy,0,random,seed_006,36,2.932100346,1.494240733,0.05250635538,-2.522241097,4248.708439,1151.291561,0.007261253383,0.007261253383,6.349087922e-16,3.464795589,0.1707358211,3.518097162,False,nan,0
advanced_greedy,0,random,seed_006,41,49.33424066,-7.044717621,36.52721986,32.40372609,4453.075296,946.9247042,0.00844446169,0.008448774124,-4.312433879e-06,38.86179733,0.004949406255,49.11517715,True,0.6247663687,98
advanced_greedy,0,random,seed_006,43,73.51355857,-9.436400286,44.25721895,57.93527607,3088.683708,2311.316292,0.009572029342,0.009501403728,7.062561365e-05,147.2997284,0.03085155785,171.9358063,True,0.1163355281,119
advanced_greedy,0,random,seed_006,48,79.33731687,8.708294913,-77.95433136,-11.90368308,1998.52437,3401.47563,0.01112175862,0.0120540482,-0.0009322895877,87.05406952,0.01846290939,271.0882874,True,972.5256847,136
advanced_greedy,0,random,seed_006,61,3.326288066,-3.27843378,0.4515003613,0.3349801132,1062.00725,4337.99275,0.0103727839,0.0103727839,6.349087922e-16,15.36955929,0.1297557056,15.2406683,False,nan,0
advanced_greedy,0,random,seed_006,63,38.97892351,8.200499735,26.57879528,27.30706728,4333.256471,1066.743529,0.02458051332,0.02458051332,6.349087922e-16,43.46463013,0,43.46463013,False,nan,0
advanced_greedy,0,random,seed_006,65,2.135594452,-2.04182486,0.07571241501,0.6212749285,2103.061038,3296.938962,0.007363603845,0.007363603845,6.349087922e-16,7.398763657,0.033076372,7.36702919,False,nan,0
