policy,sigma_km,maneuver,pair_id,rso_id,delta_v_magnitude_mps,delta_v_radial_mps,delta_v_transverse_mps,delta_v_normal_mps,burn_time_seconds,seconds_after_burn,final_trace_maneuver,final_trace_control,final_trace_change,final_error_maneuver_km,final_error_control_km,final_nominal_truth_offset_km,reacquired,reacquisition_time_seconds,post_maneuver_observation_count
advanced_greedy,0,random,seed_048,48,19.29233754,15.8405234,-4.247772909,10.16014427,1822.71713,3577.28287,0.02738731235,0.02738731235,-3.295974604e-16,69.44779968,0,69.44779968,False,nan,0
advanced_greedy,0,random,seed_048,51,63.69616156,-37.8982212,28.58349601,42.47245676,2152.415933,3247.584067,0.009483789253,0.009483789253,-3.295974604e-16,206.5717621,0.07400310785,206.5371704,False,nan,0
advanced_greedy,0,random,seed_048,52,12.15892004,-1.65985851,9.781267706,7.029296439,3780.35091,1619.64909,0.004494448147,0.004494448147,-3.295974604e-16,19.68460274,0.05262906104,19.67495155,False,nan,0
advanced_greedy,0,random,seed_048,57,69.99719356,-62.36169532,-30.25617041,-9.756547343,1529.364255,3870.635745,0.01691607676,0.01691607676,-3.330669074e-16,276.5912781,0,276.5912781,False,nan,0
advanced_greedy,0,random,seed_048,60,52.89713769,-25.98105591,34.6026321,-30.42613616,2278.732964,3121.267036,0.03472868692,0.03472868692,-3.330669074e-16,164.444458,0,164.444458,False,nan,0
advanced_greedy,0,random,seed_048,62,45.23396571,-19.49809402,38.04609292,14.77940448,2177.740153,3222.259847,0.009851282587,0.009881687526,-3.040493991e-05,107.189415,0.01851729304,145.0376892,True,175.3598694,137
advanced_greedy,0,random,seed_048,65,1.092691024,-0.9052301736,0.1733699524,0.5869198127,767.0219829,4632.978017,0.002076479472,0.002076479472,-3.282964178e-16,3.566795111,0.07401391864,5.135370731,True,2106.428066,1
advanced_greedy,0,random,seed_048,70,1.733259015,0.4078804537,-1.682412425,0.08549140455,4604.799103,795.2008969,0.008987080252,0.008987080252,-5.75928194e-16,1.445953012,0.1594336182,1.37958467,False,nan,0
advanced_greedy,0,random,seed_048,95,2.475826479,-0.2083144942,-2.051875259,1.369718857,658.7410903,4741.25891,0.006607894541,0.006607894541,-3.287300987e-16,11.53525162,0.11464791,11.59722424,False,nan,0
advanced_greedy,0,random,seed_049,0,46.20906589,-25.27030556,-36.29001589,13.40612448,1745.531051,3654.468949,0.02531698026,0.02531082186,6.15840312e-06,172.72789,0,172.72789,False,nan,0
advanced_greedy,0,random,seed_049,3,11.63477982,3.758186487,-9.823349027,4.974530103,3237.363662,2162.636338,0.009258756212,0.009258728765,2.744735587e-08,25.82668114,0.1097729728,25.91326904,False,nan,0
advanced_greedy,0,random,seed_049,10,21.99985202,14.91219145,0.04648868342,16.17460584,3684.203922,1715.796078,0.008816123847,0.008918408444,-0.000102284598,36.82904053,0.01415854413,39.41743088,True,410.0461409,18
advanced_greedy,0,random,seed_049,11,22.3371985,9.19145854,6.826415356,19.17987435,2489.285538,2910.714462,0.01328012969,0.01327834487,1.784825617e-06,66.53029633,0.0638923794,66.5524292,False,nan,0
advanced_greedy,0,random,seed_049,20,58.14105499,-46.84369995,1.962325387,-34.38312565,3824.991369,1575.008631,0.01512936127,0.01512883597,5.253030191e-07,96.12076569,0,96.12076569,False,nan,0
advanced_greedy,0,random,seed_049,21,5.806569569,-0.876158134,-4.789197025,-3.164204313,4788.206766,611.7932342,0.01343469715,0.01343187298,2.824170122e-06,3.952089071,0.117837593,3.984418869,False,nan,0
advanced_greedy,0,random,seed_049,25,57.84602346,-40.32545727,2.979241674,-41.3659769,4242.57419,1157.42581,0.001051435743,0.001051163674,2.720685856e-07,51.88785553,0.0002672516566,71.29785919,True,918.7258961,12
advanced_greedy,0,random,seed_049,28,3.031011749,2.126390702,1.878265485,-1.066589695,1609.784264,3790.215736,0.005034429143,0.005033730716,6.984268898e-07,8.474743843,0.05682254583,11.7954073,True,1512.165777,1
advanced_greedy,0,random,seed_049,32,18.47435027,7.931234518,12.88908856,10.59568463,2951.68259,2448.31741,0.007432573323,0.007432015403,5.57920309e-07,46.53300095,0.07316250354,46.55265808,False,nan,0
advanced_greedy,0,random,seed_049,40,42.42887065,3.562633852,38.65935734,17.11638967,2765.969863,2634.030137,0.003510062888,0.003509855155,2.077330972e-07,114.2104645,0.06631391495,114.194725,False,nan,0
advanced_greedy,0,random,seed_049,41,24.44374196,19.22009436,-14.90184659,-2.45345917,4353.825503,1046.174497,0.003113551032,0.003113676259,-1.25227299e-07,27.3760643,0.04492843896,27.42387581,False,nan,0
advanced_greedy,0,random,seed_049,53,10.26898128,9.120074636,-2.03978279,4.256230879,1439.378166,3960.621834,0.01036540322,0.01036550868,-1.054595136e-07,42.02363968,0.07846916467,42.09542847,False,nan,0
advanced_greedy,0,random,seed_049,56,73.17148668,-46.17941234,-32.408244,46.59650265,1256.82266,4143.17734,0.009156251965,0.009050610386,0.0001056415796,191.9527283,0.02011753991,310.0649719,True,3322.627418,77
advanced_greedy,0,random,seed_049,61,1.385729899,1.225423029,0.478626726,-0.4353185162,3411.612534,1988.387466,0.002540653062,0.002540185906,4.671561758e-07,2.838581085,0.07332590222,2.884722471,False,nan,0
advanced_greedy,0,random,seed_049,63,8.849225735,-3.394730788,3.120384053,-7.55299956,2744.351144,2655.648856,0.01208679218,0.01207528663,1.150555544e-05,24.03042984,0.0541725494,24.11387062,True,91.34889811,2
advanced_greedy,0,random,seed_049,72,1.591138953,-0.5423750152,-1.232830077,-0.8471614427,4117.164234,1282.835766,0.01527338958,0.01526331654,1.007303434e-05,2.15861392,0,2.15861392,False,nan,0
advanced_greedy,0,random,seed_049,81,9.648885885,7.545030949,0.9447622749,5.939775336,764.8150265,4635.184973,0.01319943152,0.01319441826,5.013262263e-06,46.03452301,0,46.03452301,False,nan,0
advanced_greedy,0,random,seed_049,84,4.856544663,0.1105646108,2.937989019,3.865491179,919.6770318,4480.322968,0.004522040822,0.004521531654,5.091682054e-07,21.48145866,0.07131674886,21.51017761,False,nan,0
advanced_greedy,0,random,seed_049,87,16.35148806,-4.605051302,11.65330268,10.50548432,1478.09675,3921.90325,0.01204289531,0.01204284972,4.558682259e-08,64.49424744,0.1245572045,64.40986633,False,nan,0
advanced_greedy,0,random,seed_049,91,3.4347532,-1.957504763,2.540585487,-1.229280291,4619.51087,780.4891299,0.01212888661,0.01212682233,2.064275614e-06,2.953495026,0.03830731288,2.937282801,False,nan,0
advanced_greedy,0,random,seed_050,4,2.137468709,1.232356703,1.623385555,-0.6439633373,3176.183347,2223.816653,0.01836436877,0.01836436877,0,4.774474144,0,4.774474144,False,nan,0
advanced_greedy,0,random,seed_050,11,33.0761372,26.67529633,1.299818003,-19.51332598,2683.176195,2716.823805,0.01401989073,0.01401989073,0,90.5446167,0,90.5446167,False,nan,0
advanced_greedy,0,random,seed_050,16,24.53614123,17.2656104,14.1710921,10.15386985,4552.602757,847.3972434,0.01610030747,0.01610030747,0,20.96430779,0.2430551648,20.97851372,False,nan,0
advanced_greedy,0,random,seed_050,18,34.81871443,25.2430655,-0.5252011775,-23.97612734,979.3501757,4420.649824,0.00904833221,0.00904833221,0,129.6067047,0.06421160698,155.7112732,True,3749.349906,1
advanced_greedy,0,random,seed_050,25,2.490778234,-0.06806064652,1.7744475,-1.746619601,4535.87081,864.1291903,0.006086632567,0.006086632567,0,2.187113047,0.09900545329,2.168766499,False,nan,0
advanced_greedy,0,random,seed_050,30,1.259966198,-0.9965715749,0.5933835255,-0.4921949895,1261.544659,4138.455341,0.01119005173,0.01119005173,0,5.379734039,0.1208583489,5.26984024,False,nan,0
advanced_greedy,0,random,seed_050,32,2.602368132,1.101280123,1.131864703,2.068425556,3880.986017,1519.013983,0.00779630162,0.00779630162,0,3.966443062,0,3.966443062,False,nan,0
advanced_greedy,0,random,seed_050,33,12.72023619,0.5770886629,-8.443249232,9.496468803,4004.641973,1395.358027,0.001601497777,0.001601497777,0,17.85586166,0.08489686251,17.81798935,False,nan,0
advanced_greedy,0,random,seed_050,37,20.34930993,9.392909827,18.02482424,0.9865954336,1456.76724,3943.23276,0.0120116251,0.0120116251,0,80.37464905,0,80.37464905,False,nan,0
advanced_greedy,0,random,seed_050,46,50.91027606,44.78357258,-24.20700992,-0.5554334283,2418.204887,2981.795113,0.02031915871,0.02031915871,0,153.1603394,0,153.1603394,False,nan,0
advanced_greedy,0,random,seed_050,52,5.135081862,-2.3456845,3.759042901,2.595462659,2097.260034,3302.739966,0.006373890892,0.006373890892,0,12.8700037,0.09100329131,16.74671555,True,1030.790018,1
advanced_greedy,0,random,seed_050,55,1.123560422,-0.8675009954,0.4907772485,0.5186209952,2366.815627,3033.184373,0.006942838584,0.006943265485,-4.269006186e-07,2.184145451,0.07766174525,3.433915377,True,1783.834431,2
advanced_greedy,0,random,seed_050,67,10.08865782,-2.794748306,5.981602298,7.628291585,4610.125418,789.8745819,0.008246986433,0.008246986433,0,8.032355309,0.008527450264,8.032301903,False,nan,0
advanced_greedy,0,random,seed_050,71,1.351372823,0.495091971,1.197533773,0.3834127142,1844.363869,3555.636131,0.007606921117,0.007598698577,8.222540198e-06,1.790300131,0.001587629318,4.798782349,True,1559.936183,180
advanced_greedy,0,random,seed_050,78,1.298274555,-0.938328459,0.8617989968,0.2497178644,4452.808918,947.1910825,0.02343014552,0.02343014552,0,1.23938334,0,1.23938334,False,nan,0
advanced_greedy,0,random,seed_050,83,34.06637547,16.73283672,2.873974144,29.53422397,928.589942,4471.410058,0.007230024112,0.007255132097,-2.510798527e-05,130.2408295,0.004658212885,151.4667358,True,2235.660109,16
advanced_greedy,0,random,seed_050,86,9.373515767,-0.9108841144,5.157452117,-7.773916364,1839.632748,3560.367252,0.01420423075,0.01420423075,0,33.09447098,0.1168145165,33.06560516,False,nan,0
advanced_greedy,0,random,seed_050,88,60.1877467,7.154042914,55.84995041,21.264232,3216.206843,2183.793157,0.01448404729,0.01448404729,0,131.3305359,0,131.3305359,False,nan,0
advanced_greedy,0,random,seed_050,94,63.70453745,30.86580072,-55.06119421,8.592748699,2511.926321,2888.073679,0.00884099486,0.00884099486,0,183.8269043,0.09106186777,183.8935547,False,nan,0
advanced_greedy,0,random,seed_050,96,5.530642896,-3.988454075,0.2711152609,3.821876692,1649.895149,3750.104851,0.01268641325,0.01268641325,0,20.90036392,0,20.90036392,False,nan,0
advanced_greedy,0,random,seed_051,1,7.835721074,6.584351326,4.203359472,0.6136868217,679.6390845,4720.360916,0.00574935183,0.00574935183,0,39.23141098,0,39.23141098,False,nan,0
advanced_greedy,0,random,seed_051,5,17.89783265,7.819444898,-0.586291847,16.08865926,1019.050642,4380.949358,0.01106966507,0.01107214207,-2.476994656e-06,72.55926514,0.01763250493,79.56239319,True,2231.549407,17
advanced_greedy,0,random,seed_051,7,2.861872771,-2.186264939,-1.602741281,0.9174866528,4207.099052,1192.900948,0.008677073248,0.008677073248,0,3.900797129,0.09696564823,3.830775261,False,nan,0
advanced_greedy,0,random,seed_051,9,37.93860239,0.3258970497,11.95743925,-36.00348579,4119.074328,1280.925672,0.01326296226,0.01326296226,0,53.87960815,0.02787297778,53.88837814,False,nan,0
advanced_greedy,0,random,seed_051,11,3.863328401,0.453589745,3.497491553,-1.577059136,4025.471713,1374.528287,0.01063895804,0.01063895804,0,5.860752106,0.08190985024,5.847472191,False,nan,0
advanced_greedy,0,random,seed_051,12,18.86699668,-17.91139385,-4.197131751,4.186838781,3777.307391,1622.692609,0.02991212238,0.02991212238,0,33.47060394,0,33.47060394,False,nan,0
advanced_greedy,0,random,seed_051,15,1.305951495,1.218712502,0.2202991303,-0.4143880271,3484.736752,1915.263248,0.01159502923,0.01159502923,0,2.616983891,0.09617328644,2.697674274,False,nan,0
advanced_greedy,0,random,seed_051,26,12.50409968,-1.867054764,-11.932359,-3.238120421,2583.428307,2816.571693,0.01433533104,0.01433533104,0,36.83577728,0.1197882444,36.86214447,False,nan,0
advanced_greedy,0,random,seed_051,33,61.61227517,-59.97961411,-3.526453303,13.64120486,2938.813263,2461.186737,0.007779824664,0.007779824664,0,112.5205841,0.1327139884,162.1080475,True,946.2368022,1
advanced_greedy,0,random,seed_051,40,14.91078742,3.395986301,10.54420437,-9.980912426,3975.863996,1424.136004,0.02319105176,0.02319105176,0,23.30408859,0,23.30408859,False,nan,0
advanced_greedy,0,random,seed_051,42,11.29370553,9.161186927,0.1936951771,-6.601736198,1382.280075,4017.719925,0.007162881984,0.007162881984,0,47.99188614,0.1148479804,48.0760498,False,nan,0
advanced_greedy,0,random,seed_051,46,2.833737361,2.083846223,-0.8482003153,1.722848971,2830.197783,2569.802217,0.01127050773,0.01127050773,0,7.708979607,0,7.708979607,False,nan,0
advanced_greedy,0,random,seed_051,47,14.36870696,-3.684287005,12.03349236,6.934034234,2780.852699,2619.147301,0.004530202576,0.004530202576,0,39.43309784,0.04459511116,39.43487167,False,nan,0
advanced_greedy,0,random,seed_051,48,33.91973702,-6.775879184,20.33708635,-26.28761951,4199.736368,1200.263632,0.01640995116,0.01640995116,0,45.45585251,0,45.45585251,False,nan,0
advanced_greedy,0,random,seed_051,56,22.54613445,20.49915984,8.146782398,-4.662891957,1809.705782,3590.294218,0.006715786017,0.006715786017,0,86.12321472,0.080767937,86.19326782,False,nan,0
advanced_greedy,0,random,seed_051,59,44.85443801,24.71887645,28.48168617,24.28356046,2174.589828,3225.410172,0.003125652619,0.003125652619,0,132.5159302,0.07221058011,151.5468292,True,822.9102186,1
advanced_greedy,0,random,seed_051,63,3.455286978,-1.086825223,-2.96468222,-1.403024723,985.8068523,4414.193148,0.002891140107,0.002891140107,0,12.50926781,0.09670773149,15.62913799,True,1391.393179,1
advanced_greedy,0,random,seed_051,71,5.193751235,1.737099357,0.7947454759,4.829691227,2703.27118,2696.72882,0.00925925708,0.00925925708,0,14.64759159,0.09279969335,14.67965794,False,nan,0
advanced_greedy,0,random,seed_051,73,43.46509362,25.30634604,-32.75180379,13.27111759,1084.615909,4315.384091,0.0101988906,0.01019031572,8.574880022e-06,87.61144257,0.0549392812,192.8559418,True,3132.084155,2
advanced_greedy,0,random,seed_051,99,5.442908607,-4.761624483,-0.1435727207,2.632788116,3186.667377,2213.332623,0.01119714493,0.01119392452,3.220408952e-06,12.62749004,0.02119724452,12.88488197,True,5.782670968,31
advanced_greedy,0,random,seed_052,3,8.928988911,-7.444390662,0.1712561854,4.927328076,3572.814196,1827.185804,0.01367800691,0.01368937211,-1.136519353e-05,11.76481342,0.00646702759,17.98212624,True,440.8358643,144
advanced_greedy,0,random,seed_052,9,1.010977061,0.2930349296,-0.6700783637,-0.6979972304,1279.575572,4120.424428,0.0149810082,0.01498182201,-8.138130232e-07,4.267288208,0.1085150391,4.310509205,False,nan,0
advanced_greedy,0,random,seed_052,10,28.74114039,-14.5032904,-13.53387044,20.79764576,3629.954936,1770.045064,0.01640969106,0.01642027741,-1.058635273e-05,55.95909119,0,55.95909119,False,nan,0
advanced_greedy,0,random,seed_052,15,2.462939206,-0.3700436726,-1.83773034,-1.597461865,3127.459885,2272.540115,0.02906095115,0.02906553464,-4.583489552e-06,6.018741131,0,6.018741131,False,nan,0
advanced_greedy,0,random,seed_052,20,2.712076033,2.628464444,0.5639449435,-0.3584650211,4469.48013,930.51987,0.01585899311,0.01586055683,-1.563721519e-06,2.991696835,0.05121717602,3.010584831,False,nan,0
advanced_greedy,0,random,seed_052,21,1.630210068,-0.1555416112,1.538888187,0.514990117,903.4319725,4496.568028,0.004078796818,0.004079904867,-1.108048634e-06,6.356492996,0.07309234887,7.506290436,True,765.5180427,1
advanced_greedy,0,random,seed_052,27,16.09022075,-4.013566773,-2.89398584,15.31049743,1182.974055,4217.025945,0.004447610451,0.004448167562,-5.571110523e-07,69.48439789,0.08872635663,70.00172424,True,418.0259598,1
advanced_greedy,0,random,seed_052,31,9.75792825,-8.273775635,4.126158359,-3.120355376,2577.045744,2822.954256,0.007269922926,0.007273916276,-3.993349794e-06,23.62251472,0.03632090241,29.45807457,True,2476.804352,3
advanced_greedy,0,random,seed_052,34,8.98867406,7.365997132,4.786370507,1.904994747,3236.353399,2163.646601,0.00223549548,0.002236437695,-9.422149728e-07,21.10443306,0.08211856335,21.15968132,False,nan,0
advanced_greedy,0,random,seed_052,47,74.46575916,-43.51743273,-60.29522652,-3.983465115,1215.670847,4184.329153,0.02225119678,0.02225895729,-7.760513766e-06,327.4334412,0,327.4334412,False,nan,0
advanced_greedy,0,random,seed_052,50,27.44835652,11.71303376,18.33498959,-16.73455324,4312.76224,1087.23776,0.03071369918,0.03072123747,-7.53828701e-06,34.70147324,0,34.70147324,False,nan,0
advanced_greedy,0,random,seed_052,56,30.51799431,-4.798804757,14.37721005,26.48802146,4318.431972,1081.568028,0.01102451468,0.01101980372,4.710958925e-06,34.82981491,0.02276925929,38.40867233,True,7.118104218,91
advanced_greedy,0,random,seed_052,60,2.326132298,0.283436576,-1.808382785,1.435376912,3510.742003,1889.257997,0.008295864564,0.008295945383,-8.081864415e-08,4.733223438,0.1178157404,4.763707161,False,nan,0
advanced_greedy,0,random,seed_052,62,78.79035893,-71.65291444,-9.778543376,31.27555917,3304.047916,2095.952084,0.0284343881,0.0284424552,-8.067099423e-06,181.2621918,0,181.2621918,False,nan,0
advanced_greedy,0,random,seed_052,68,1.689596109,1.667105425,-0.2434901081,-0.1273070299,3625.741023,1774.258977,0.01697646912,0.01698091771,-4.448588843e-06,3.312781096,0,3.312781096,False,nan,0
advanced_greedy,0,random,seed_052,72,25.99732734,-14.85166437,-19.55637231,-8.534482768,3193.184468,2206.815532,0.005176566187,0.005177466437,-9.002497704e-07,62.12985992,0.112748608,62.03529739,False,nan,0
advanced_greedy,0,random,seed_052,76,28.18353128,-10.08597236,18.01017529,19.18901204,2927.122558,2472.877442,0.02519660779,0.02520733699,-1.072920426e-05,74.45187378,0,74.45187378,False,nan,0
advanced_greedy,0,random,seed_052,79,46.18697271,-35.43592724,-29.39415189,-3.676322015,1541.813816,3858.186184,0.004647975772,0.004648287554,-3.117815932e-07,191.4749146,0.1104122698,191.4087677,False,nan,0
advanced_greedy,0,random,seed_052,90,63.31292395,-34.37145492,-18.18005328,-49.96613941,2728.583663,2671.416337,0.009536150312,0.009535489151,6.611614931e-07,180.4493103,0.2032237798,180.3828735,False,nan,0
advanced_greedy,0,random,seed_052,92,1.278975789,0.9344838118,0.2636952085,-0.8324565523,778.288896,4621.711104,0.01169495011,0.01169713531,-2.185202175e-06,5.156628609,0.01355434209,6.18919611,True,1736.261142,8
advanced_greedy,0,random,seed_053,24,19.26164937,14.32283282,-9.965547476,8.158152975,1500.640199,3899.359801,0.006937086973,0.006937086973,1.162264729e-16,75.52003479,0.1299389154,75.63566589,False,nan,0
advanced_greedy,0,random,seed_053,25,2.739340202,-2.66231995,0.4445500748,0.4673461868,2071.84405,3328.15595,0.008670093279,0.008670093279,1.179611964e-16,9.253646851,0,9.253646851,False,nan,0
advanced_greedy,0,random,seed_053,31,1.929908808,-1.217604189,-0.7852956727,-1.274872054,791.6655126,4608.334487,0.01106836462,0.01106836462,1.075528555e-16,8.197609901,0.06310211867,8.979847908,True,2590.834525,1
advanced_greedy,0,random,seed_053,36,5.003199108,-1.424800521,-2.513512191,-4.08462988,3461.58211,1938.41789,0.005343875562,0.005343875562,1.170938346e-16,9.703163147,0.06715060025,9.718960762,False,nan,0
advanced_greedy,0,random,seed_053,40,26.17600956,-25.43263166,-3.408513516,5.171726881,3032.131819,2367.868181,0.03686345302,0.03686345302,1.318389842e-16,62.71323776,0,62.71323776,False,nan,0
advanced_greedy,0,random,seed_053,47,75.31307908,-2.315624768,-49.35506865,-56.83990641,1922.795714,3477.204286,0.006989925178,0.006989925178,1.118896642e-16,260.874054,0.1202525944,260.8363953,False,nan,0
advanced_greedy,0,random,seed_053,51,27.23728593,17.18050769,-12.42036035,-17.1007178,2193.369754,3206.630246,0.02212400871,0.02212400871,1.45716772e-16,87.58570862,0,87.58570862,False,nan,0
advanced_greedy,0,random,seed_053,56,48.82177234,-3.17095218,43.79366384,21.34538649,4103.500556,1296.499444,0.01650078243,0.01650078243,1.144917494e-16,63.61952209,0,63.61952209,False,nan,0
advanced_greedy,0,random,seed_053,60,5.539499629,-1.844415321,-4.494805149,2.660998861,1906.873648,3493.126352,0.004036835466,0.004036835466,1.170938346e-16,19.30966568,0.06105163321,19.29856682,False,nan,0
advanced_greedy,0,random,seed_053,61,4.821748437,-3.150365286,-3.116810081,1.899987231,3195.850874,2204.149126,0.02009919251,0.02009919251,1.075528555e-16,10.74500561,0,10.74500561,False,nan,0
advanced_greedy,0,random,seed_053,63,1.052686086,-0.5575590492,-0.7784082349,0.4374431634,2230.145748,3169.854252,0.0131346809,0.01313636557,-1.684668153e-06,3.161157131,0.01572934538,3.350041866,True,6.454268132,92
advanced_greedy,0,random,seed_053,64,9.329239428,3.265715537,-8.724987178,0.4943774806,1273.450784,4126.549216,0.01393574466,0.01393574466,1.162264729e-16,37.87443161,0.07640995085,37.92291641,False,nan,0
advanced_greedy,0,random,seed_053,68,20.55360995,18.01558377,8.428794827,5.181220036,3650.77019,1749.22981,0.008210708474,0.008210708474,1.144917494e-16,36.14543915,0.08658397198,36.20773697,False,nan,0
advanced_greedy,0,random,seed_053,77,4.003228197,-0.7632737671,-3.386214655,1.99419143,3202.644506,2197.355494,0.01021968652,0.01021996708,-2.805586464e-07,6.396962643,0.04221069068,8.798630714,True,1137.455567,3
advanced_greedy,0,random,seed_053,82,22.8196501,5.490360359,-1.057972121,22.12403826,1960.709978,3439.290022,0.004731346696,0.004731346696,1.196959198e-16,76.3067627,0.07093189657,77.91458893,True,1439.890059,1
advanced_greedy,0,random,seed_053,84,8.738173914,1.738086686,8.377649086,1.774748943,4647.963047,752.0369526,0.01191987959,0.01191987959,1.05818132e-16,6.63829565,0,6.63829565,False,nan,0
advanced_greedy,0,random,seed_053,87,1.984684465,-0.713599624,1.842709548,-0.184850011,972.713612,4427.286388,0.01253150522,0.01253150522,1.162264729e-16,8.634283066,0.09542310238,8.573677063,False,nan,0
advanced_greedy,0,random,seed_053,88,60.61038741,-31.87753601,-20.98942101,47.08381851,1833.627461,3566.372539,0.007881316118,0.007881316118,1.162264729e-16,216.6985168,0.1113997325,216.6424561,False,nan,0
advanced_greedy,0,random,seed_053,91,17.39050696,-0.6422470737,-15.11460111,8.577067335,1190.084266,4209.915734,0.007671668592,0.007585948912,8.571967957e-05,37.78274918,0.04105618224,72.16316986,True,1723.915786,189
advanced_greedy,0,random,seed_053,96,16.4716693,-10.38818076,10.30264936,7.566835944,4289.566787,1110.433213,0.02762539509,0.02762539509,6.245004514e-17,18.42469597,0,18.42469597,False,nan,0
advanced_greedy,0,random,seed_054,5,39.77150593,-4.217521189,13.19141351,37.28232568,1787.19828,3612.80172,0.006515158459,0.006514647282,5.111776441e-07,142.7894287,0.0659763664,142.7778931,False,nan,0
advanced_greedy,0,random,seed_054,7,4.36267812,-3.081464187,-1.497130049,2.701136883,3796.683666,1603.316334,0.009047820719,0.009047503231,3.174882326e-07,12.16600895,8.217884064,7.051612377,True,417.9164028,1
advanced_greedy,0,random,seed_054,12,1.481400714,-0.1334268098,0.2267378605,1.457852978,3804.508459,1595.491541,0.02321550579,0.02321401599,1.48979451e-06,2.373058558,0,2.373058558,False,nan,0
advanced_greedy,0,random,seed_054,15,13.89929746,-8.867591586,-10.0150445,3.775602353,2271.774246,3128.225754,0.005498358892,0.005498148877,2.100149062e-07,43.87724686,0.08138126135,43.84749985,False,nan,0
advanced_greedy,0,random,seed_054,19,8.679433962,1.28593252,-5.790383358,6.336435277,1332.675248,4067.324752,0.003997457409,0.003997460681,-3.271688202e-09,25.96944809,0.06937146932,34.78625107,True,3259.174822,1
advanced_greedy,0,random,seed_054,25,12.44920702,-3.243821888,-7.335043536,9.521423807,1477.834587,3922.165413,0.00351859253,0.003520033599,-1.441069852e-06,38.5894165,0.06103216112,48.54463196,True,3027.665483,1
advanced_greedy,0,random,seed_054,33,76.40153296,-23.50749556,9.147844745,-72.11732682,1996.671822,3403.328178,0.01299151387,0.01229883486,0.0006926790161,243.5413208,0.02579583973,259.3798523,True,686.2282157,178
advanced_greedy,0,random,seed_054,36,39.0990509,7.213469072,-38.42139792,-0.7055683385,1153.408293,4246.591707,0.01505733378,0.01505553722,1.796556854e-06,160.726593,0.1615687758,160.8050842,False,nan,0
advanced_greedy,0,random,seed_054,44,19.23961739,-12.46507787,-2.538299764,14.43404814,2357.360857,3042.639143,0.01218739696,0.01218784965,-4.526841009e-07,58.85557175,0.04995689914,58.8527565,False,nan,0
advanced_greedy,0,random,seed_054,45,11.35816332,6.018580927,-6.062890411,7.485046261,2628.53893,2771.46107,0.007920718599,0.007920076539,6.420599119e-07,31.46256065,0.1262295991,31.54463959,False,nan,0
advanced_greedy,0,random,seed_054,57,5.92181986,-5.904507347,-0.4514470963,-0.03064242401,945.9638879,4454.036112,0.009509475937,0.00965585181,-0.0001463758733,3.626560926,0.03994742781,27.17232513,True,2471.086168,179
advanced_greedy,0,random,seed_054,60,1.724898715,-1.285567954,-0.2936566671,1.111915633,4706.394571,693.6054291,0.01436472713,0.01436190097,2.826162337e-06,1.213986039,0,1.213986039,False,nan,0
advanced_greedy,0,random,seed_054,63,6.598390131,-2.870045468,-0.7650763223,5.89204969,1196.346514,4203.653486,0.03227353442,0.03226933128,4.203141e-06,27.69572067,0,27.69572067,False,nan,0
advanced_greedy,0,random,seed_054,65,12.11988981,-10.19108274,5.677183295,3.286814778,3393.070241,2006.929759,0.00591359209,0.005912808848,7.832423596e-07,24.68969154,0.1106240377,24.59628487,False,nan,0
advanced_greedy,0,random,seed_054,71,39.99526389,-4.23127324,2.212198972,-39.70923868,983.0295782,4416.970422,0.009013568454,0.009014002486,-4.340316683e-07,171.8419495,0.005206855014,171.8416443,False,nan,0
advanced_greedy,0,random,seed_054,75,94.30368283,-66.49387879,-20.89302436,-63.5234619,741.8826313,4658.117369,0.01000540852,0.009983937521,2.147100291e-05,347.1723938,0.009398075752,444.7506104,True,1846.267406,39
advanced_greedy,0,random,seed_054,79,1.591939492,1.003793568,-1.034496838,-0.6756375603,3603.936747,1796.063253,0.00889824319,0.008897534026,7.091641222e-07,2.824986219,0.0776283294,2.873987913,False,nan,0
advanced_greedy,0,random,seed_054,81,19.19606177,14.28886785,11.11517777,-6.385128511,3147.488476,2252.511524,0.004666155451,0.004664598306,1.557144643e-06,22.14027977,0.06853859127,43.71537018,True,2036.061615,1
advanced_greedy,0,random,seed_054,88,48.68249416,-38.63978223,-10.00169159,-27.87326016,2821.372236,2578.627764,0.002420727664,0.002420631626,9.603870222e-08,92.71385193,0.04808632284,126.7259445,True,1789.427842,1
advanced_greedy,0,random,seed_054,95,16.67811961,3.900795974,-4.623208695,-15.5425032,3968.003676,1431.996324,0.003504745221,0.003504191888,5.533332807e-07,23.93140411,0.1229646951,23.96521187,False,nan,0
advanced_greedy,0,random,seed_055,24,2.149393823,1.629217533,1.400724628,0.05928366467,3361.423343,2038.576657,0.008426661377,0.008424209408,2.451968931e-06,1.667511106,0.05454076827,4.421172142,True,1928.626756,5
advanced_greedy,0,random,seed_055,28,12.83884898,-7.612021766,10.28204064,-1.082962578,2790.336477,2609.663523,0.003130128735,0.003130128735,0,33.56690979,0.08507272601,33.5663681,False,nan,0
advanced_greedy,0,random,seed_055,37,4.635693129,-1.95523034,4.201073206,-0.1330752405,606.192231,4793.807769,0.01132364091,0.01132364091,0,21.99584579,0.1326081306,21.87985611,False,nan,0
advanced_greedy,0,random,seed_055,39,54.65855929,-42.4599289,24.31960468,24.35712154,1468.861746,3931.138254,0.01937209419,0.01937209419,0,216.4574738,0,216.4574738,False,nan,0
