policy,condition,time_seconds,azimuth_deg
advanced_greedy,random,1797.2,112.0
advanced_greedy,random,1806.2,108.0
advanced_greedy,random,1815.2,104.0
advanced_greedy,random,1824.2,100.0
advanced_greedy,random,1906.0,32.0
advanced_greedy,random,1928.65,28.0
advanced_greedy,random,1978.6000000000001,348.0
advanced_greedy,random,1987.6000000000001,348.0
advanced_greedy,random,1996.6000000000001,348.0
advanced_greedy,random,2005.6000000000001,348.0
advanced_greedy,random,2014.6000000000001,348.0
advanced_greedy,random,2023.6000000000001,348.0
advanced_greedy,random,2032.6000000000001,348.0
advanced_greedy,random,2041.6000000000001,348.0
advanced_greedy,random,2050.6000000000004,348.0
advanced_greedy,random,2059.6000000000004,348.0
advanced_greedy,random,2068.6000000000004,348.0
advanced_greedy,random,2077.6000000000004,348.0
advanced_greedy,random,2086.6000000000004,348.0
advanced_greedy,random,2095.6000000000004,348.0
advanced_greedy,random,2104.6000000000004,348.0
advanced_greedy,random,2113.6000000000004,348.0
advanced_greedy,random,2122.6000000000004,348.0
advanced_greedy,random,2131.6000000000004,348.0
advanced_greedy,random,2140.6000000000004,348.0
advanced_greedy,random,2149.6000000000004,348.0
advanced_greedy,random,2158.6000000000004,348.0
advanced_greedy,random,2167.6000000000004,348.0
advanced_greedy,random,2176.6000000000004,348.0
advanced_greedy,random,2185.6000000000004,348.0
advanced_greedy,random,2194.6000000000004,348.0
advanced_greedy,random,2203.6000000000004,348.0
advanced_greedy,random,2212.6000000000004,348.0
advanced_greedy,random,2221.6000000000004,348.0
advanced_greedy,random,2230.6000000000004,348.0
advanced_greedy,random,2239.6000000000004,348.0
advanced_greedy,random,2248.6000000000004,348.0
advanced_greedy,random,2257.6000000000004,348.0
advanced_greedy,random,2266.6000000000004,348.0
advanced_greedy,random,2275.6000000000004,348.0
advanced_greedy,random,2284.6000000000004,348.0
advanced_greedy,random,2293.6000000000004,348.0
advanced_greedy,random,2302.6000000000004,348.0
advanced_greedy,random,2311.6000000000004,348.0
advanced_greedy,random,2320.6000000000004,348.0
advanced_greedy,random,2329.6000000000004,348.0
advanced_greedy,random,2338.6000000000004,348.0
advanced_greedy,random,2347.6000000000004,348.0
advanced_greedy,random,2356.6000000000004,348.0
advanced_greedy,random,2365.6000000000004,348.0
advanced_greedy,random,2374.6000000000004,348.0
advanced_greedy,random,2383.6000000000004,348.0
advanced_greedy,random,2392.6000000000004,352.0
advanced_greedy,random,2401.6000000000004,352.0
advanced_greedy,random,2410.6000000000004,352.0
advanced_greedy,random,2419.6000000000004,352.0
advanced_greedy,random,2428.6000000000004,352.0
advanced_greedy,random,2437.6000000000004,352.0
advanced_greedy,random,2446.6000000000004,352.0
advanced_greedy,random,2455.6000000000004,352.0
advanced_greedy,random,2464.6000000000004,352.0
advanced_greedy,random,2473.6000000000004,352.0
advanced_greedy,random,2482.6000000000004,352.0
advanced_greedy,random,2491.6000000000004,352.0
advanced_greedy,random,2500.6000000000004,352.0
advanced_greedy,random,2509.6000000000004,352.0
advanced_greedy,random,2518.6000000000004,352.0
advanced_greedy,random,2527.6000000000004,352.0
advanced_greedy,random,2536.6000000000004,352.0
advanced_greedy,random,2545.6000000000004,352.0
advanced_greedy,random,2554.6000000000004,352.0
advanced_greedy,random,2563.6000000000004,352.0
advanced_greedy,random,2572.6000000000004,352.0
advanced_greedy,random,2581.6000000000004,352.0
advanced_greedy,random,2590.6000000000004,352.0
advanced_greedy,random,2599.6000000000004,352.0
advanced_greedy,random,2608.6000000000004,352.0
advanced_greedy,random,2617.6000000000004,352.0
advanced_greedy,random,2626.6000000000004,352.0
advanced_greedy,random,2635.6000000000004,352.0
advanced_greedy,random,2644.6000000000004,352.0
advanced_greedy,random,2653.6000000000004,352.0
advanced_greedy,random,2662.6000000000004,352.0
advanced_greedy,random,2671.6000000000004,352.0
advanced_greedy,random,2680.6000000000004,352.0
advanced_greedy,random,2689.6000000000004,352.0
advanced_greedy,random,2698.6000000000004,352.0
advanced_greedy,random,2707.6000000000004,352.0
advanced_greedy,random,2716.6000000000004,352.0
advanced_greedy,random,2725.6000000000004,352.0
advanced_greedy,random,2734.6000000000004,352.0
advanced_greedy,random,2743.6000000000004,352.0
advanced_greedy,random,2752.6000000000004,352.0
advanced_greedy,random,2761.6000000000004,352.0
advanced_greedy,random,2770.6000000000004,352.0
advanced_greedy,random,2779.6000000000004,352.0
advanced_greedy,random,2788.6000000000004,352.0
advanced_greedy,random,2797.6000000000004,352.0
advanced_greedy,random,2806.6000000000004,352.0
advanced_greedy,random,2815.6000000000004,352.0
advanced_greedy,random,2824.6000000000004,352.0
advanced_greedy,random,2833.6000000000004,352.0
advanced_greedy,random,2842.6000000000004,352.0
advanced_greedy,random,2851.6000000000004,352.0
advanced_greedy,random,2860.6000000000004,352.0
advanced_greedy,random,2869.6000000000004,352.0
advanced_greedy,random,2878.6000000000004,352.0
advanced_greedy,random,2887.6000000000004,352.0
advanced_greedy,random,2896.6000000000004,352.0
advanced_greedy,random,2905.6000000000004,352.0
advanced_greedy,random,2914.6000000000004,352.0
advanced_greedy,random,2923.6000000000004,352.0
advanced_greedy,random,2932.6000000000004,352.0
advanced_greedy,random,2941.6000000000004,356.0
advanced_greedy,random,2950.6000000000004,356.0
advanced_greedy,random,2959.6000000000004,356.0
advanced_greedy,random,2968.6000000000004,356.0
advanced_greedy,random,2977.6000000000004,356.0
advanced_greedy,random,2986.6000000000004,356.0
advanced_greedy,random,2995.6000000000004,356.0
advanced_greedy,random,3004.6000000000004,356.0
advanced_greedy,random,3013.6000000000004,356.0
advanced_greedy,random,3022.6000000000004,356.0
advanced_greedy,random,3031.6000000000004,356.0
advanced_greedy,random,3040.6000000000004,356.0
advanced_greedy,random,3049.6000000000004,356.0
advanced_greedy,random,3058.6000000000004,356.0
advanced_greedy,random,3067.6000000000004,356.0
advanced_greedy,random,3076.6000000000004,356.0
advanced_greedy,random,3085.6000000000004,356.0
advanced_greedy,random,3094.6000000000004,356.0
advanced_greedy,random,3126.3500000000004,332.0
advanced_greedy,random,3280.9500000000003,200.0
advanced_greedy,random,3321.8,232.0
advanced_greedy,random,3330.8,232.0
advanced_greedy,random,3339.8,232.0
advanced_greedy,random,3348.8,232.0
advanced_greedy,random,3357.8,232.0
advanced_greedy,random,3366.8,232.0
advanced_greedy,random,3375.8,232.0
advanced_greedy,random,3384.8,232.0
advanced_greedy,random,3393.8,232.0
advanced_greedy,random,3402.8,232.0
advanced_greedy,random,3411.8,232.0
advanced_greedy,random,3420.8,232.0
advanced_greedy,random,3429.8,232.0
advanced_greedy,random,3438.8,232.0
advanced_greedy,random,3447.8,232.0
advanced_greedy,random,3456.8,232.0
advanced_greedy,random,3465.8,232.0
advanced_greedy,random,3488.4500000000003,216.0
advanced_greedy,random,3497.4500000000003,216.0
advanced_greedy,random,3506.4500000000003,216.0
advanced_greedy,random,3515.4500000000003,216.0
advanced_greedy,random,3524.4500000000003,216.0
advanced_greedy,random,3533.4500000000003,216.0
advanced_greedy,random,3542.4500000000003,216.0
advanced_greedy,random,3551.4500000000003,216.0
advanced_greedy,random,3560.4500000000003,216.0
advanced_greedy,random,3569.4500000000003,216.0
advanced_greedy,random,3578.4500000000003,216.0
advanced_greedy,random,3587.4500000000003,216.0
advanced_greedy,random,3596.4500000000003,216.0
advanced_greedy,random,3605.4500000000003,216.0
advanced_greedy,random,3614.4500000000003,216.0
advanced_greedy,random,3623.4500000000003,216.0
advanced_greedy,random,3632.4500000000003,216.0
advanced_greedy,random,3641.4500000000003,216.0
advanced_greedy,random,3650.4500000000003,216.0
advanced_greedy,random,3659.4500000000003,216.0
advanced_greedy,random,3668.4500000000003,216.0
advanced_greedy,random,3677.4500000000003,216.0
advanced_greedy,random,3686.4500000000003,216.0
advanced_greedy,random,3695.4500000000003,216.0
advanced_greedy,random,3704.4500000000003,216.0
advanced_greedy,random,3713.4500000000003,216.0
advanced_greedy,random,3722.4500000000003,216.0
advanced_greedy,random,3731.4500000000003,216.0
advanced_greedy,random,3740.4500000000003,216.0
advanced_greedy,random,3749.4500000000003,216.0
advanced_greedy,random,3758.4500000000003,216.0
advanced_greedy,random,3767.4500000000003,216.0
advanced_greedy,random,3776.4500000000003,216.0
advanced_greedy,random,3785.4500000000003,216.0
advanced_greedy,random,3794.4500000000003,216.0
advanced_greedy,random,3803.4500000000003,216.0
advanced_greedy,random,3812.4500000000003,216.0
advanced_greedy,random,3821.4500000000003,216.0
advanced_greedy,random,3830.4500000000003,216.0
advanced_greedy,random,3839.4500000000003,216.0
advanced_greedy,random,3848.4500000000003,216.0
advanced_greedy,random,3857.4500000000003,216.0
advanced_greedy,random,3866.4500000000003,216.0
advanced_greedy,random,3875.4500000000003,216.0
advanced_greedy,random,3884.4500000000003,216.0
advanced_greedy,random,3893.4500000000003,216.0
advanced_greedy,random,3902.4500000000003,216.0
advanced_greedy,random,3911.4500000000003,216.0
advanced_greedy,random,3920.4500000000003,216.0
advanced_greedy,random,3929.4500000000003,216.0
advanced_greedy,random,3970.3,184.0
advanced_greedy,random,4074.8500000000004,272.0
advanced_greedy,random,4083.8500000000004,272.0
advanced_greedy,random,4092.8500000000004,272.0
advanced_greedy,random,4115.5,284.0
advanced_greedy,random,4124.5,284.0
advanced_greedy,random,4133.5,284.0
advanced_greedy,random,4142.5,284.0
advanced_greedy,random,4151.5,284.0
advanced_greedy,random,4160.5,284.0
advanced_greedy,random,4169.5,284.0
advanced_greedy,random,4178.5,284.0
advanced_greedy,random,4187.5,284.0
advanced_greedy,random,4196.5,284.0
advanced_greedy,random,4205.5,284.0
advanced_greedy,random,4214.5,284.0
advanced_greedy,random,4223.5,284.0
advanced_greedy,random,4232.5,284.0
advanced_greedy,random,4241.5,284.0
advanced_greedy,random,4250.5,284.0
advanced_greedy,random,4259.5,284.0
advanced_greedy,random,4268.5,284.0
advanced_greedy,random,4277.5,284.0
advanced_greedy,random,4286.5,284.0
advanced_greedy,random,4295.5,284.0
advanced_greedy,random,4304.5,284.0
advanced_greedy,random,4313.5,284.0
advanced_greedy,random,4322.5,284.0
advanced_greedy,random,4331.5,284.0
advanced_greedy,random,4340.5,284.0
advanced_greedy,random,4349.5,284.0
advanced_greedy,random,4358.5,284.0
advanced_greedy,random,4367.5,284.0
advanced_greedy,random,4376.5,284.0
advanced_greedy,random,4385.5,284.0
advanced_greedy,random,4394.5,284.0
advanced_greedy,random,4403.5,284.0
advanced_greedy,random,4412.5,284.0
advanced_greedy,random,4421.5,284.0
advanced_greedy,random,4430.5,284.0
advanced_greedy,random,4439.5,284.0
advanced_greedy,random,4448.5,280.0
advanced_greedy,random,4457.5,280.0
advanced_greedy,random,4466.5,280.0
advanced_greedy,random,4475.5,280.0
advanced_greedy,random,4484.5,280.0
advanced_greedy,random,4493.5,280.0
advanced_greedy,random,4502.5,280.0
advanced_greedy,random,4511.5,280.0
advanced_greedy,random,4520.5,280.0
advanced_greedy,random,4529.5,280.0
advanced_greedy,random,4538.5,280.0
advanced_greedy,random,4547.5,280.0
advanced_greedy,random,4556.5,280.0
advanced_greedy,random,4565.5,280.0
advanced_greedy,random,4574.5,280.0
advanced_greedy,random,4583.5,280.0
advanced_greedy,random,4592.5,280.0
advanced_greedy,random,4601.5,280.0
advanced_greedy,random,4610.5,280.0
advanced_greedy,random,4619.5,280.0
advanced_greedy,random,4628.5,280.0
advanced_greedy,random,4637.5,280.0
advanced_greedy,random,4646.5,280.0
advanced_greedy,random,4655.5,280.0
advanced_greedy,random,4664.5,280.0
advanced_greedy,random,4673.5,280.0
advanced_greedy,random,4682.5,280.0
advanced_greedy,random,4691.5,280.0
advanced_greedy,random,4700.5,280.0
advanced_greedy,random,4709.5,280.0
advanced_greedy,random,4718.5,280.0
advanced_greedy,random,4727.5,280.0
advanced_greedy,random,4736.5,280.0
advanced_greedy,random,4745.5,280.0
advanced_greedy,random,4754.5,280.0
advanced_greedy,random,4763.5,280.0
advanced_greedy,random,4772.5,280.0
advanced_greedy,random,4781.5,280.0
advanced_greedy,random,4790.5,280.0
advanced_greedy,random,4799.5,280.0
advanced_greedy,random,4808.5,280.0
advanced_greedy,random,4817.5,280.0
advanced_greedy,random,4826.5,280.0
advanced_greedy,random,4835.5,280.0
advanced_greedy,random,4844.5,280.0
advanced_greedy,random,4853.5,280.0
advanced_greedy,random,4862.5,280.0
advanced_greedy,random,4871.5,280.0
advanced_greedy,random,4880.5,280.0
advanced_greedy,random,4889.5,280.0
advanced_greedy,random,4898.5,280.0
advanced_greedy,random,4907.5,280.0
advanced_greedy,random,4916.5,280.0
advanced_greedy,random,4925.5,280.0
advanced_greedy,random,4934.5,280.0
advanced_greedy,random,4943.5,280.0
advanced_greedy,random,4952.5,280.0
advanced_greedy,random,4961.5,280.0
advanced_greedy,random,4970.5,280.0
advanced_greedy,random,4979.5,280.0
advanced_greedy,random,4988.5,280.0
advanced_greedy,random,4997.5,280.0
advanced_greedy,random,5006.5,280.0
advanced_greedy,random,5015.5,280.0
advanced_greedy,random,5024.5,280.0
advanced_greedy,random,5033.5,280.0
advanced_greedy,random,5042.5,280.0
advanced_greedy,random,5051.5,280.0
advanced_greedy,random,5060.5,280.0
advanced_greedy,random,5069.5,276.0
advanced_greedy,random,5078.5,276.0
advanced_greedy,random,5087.5,276.0
advanced_greedy,random,5096.5,276.0
advanced_greedy,random,5105.5,276.0
advanced_greedy,random,5114.5,276.0
advanced_greedy,random,5123.5,276.0
advanced_greedy,random,5132.5,276.0
advanced_greedy,random,5141.5,276.0
advanced_greedy,random,5150.5,276.0
advanced_greedy,random,5159.5,276.0
advanced_greedy,random,5168.5,276.0
advanced_greedy,random,5177.5,276.0
advanced_greedy,random,5186.5,276.0
advanced_greedy,random,5195.5,276.0
advanced_greedy,random,5204.5,276.0
advanced_greedy,random,5213.5,276.0
advanced_greedy,random,5222.5,276.0
advanced_greedy,random,5231.5,276.0
advanced_greedy,random,5240.5,276.0
advanced_greedy,random,5249.5,276.0
advanced_greedy,random,5258.5,276.0
advanced_greedy,random,5267.5,276.0
advanced_greedy,random,5276.5,276.0
advanced_greedy,random,5285.5,276.0
advanced_greedy,random,5294.5,276.0
advanced_greedy,random,5303.5,276.0
advanced_greedy,random,5312.5,276.0
advanced_greedy,random,5321.5,276.0
advanced_greedy,random,5330.5,276.0
advanced_greedy,random,5339.5,276.0
advanced_greedy,random,5348.5,276.0
advanced_greedy,random,5357.5,276.0
advanced_greedy,random,5366.5,276.0
advanced_greedy,random,5375.5,276.0
advanced_greedy,random,5384.5,276.0
advanced_greedy,random,5393.5,276.0
advanced_greedy,random,5402.5,276.0
advanced_greedy,stress100to2000,68.15,120.0
advanced_greedy,stress100to2000,109.0,152.0
advanced_greedy,stress100to2000,209.0,236.0
advanced_greedy,stress100to2000,222.55,240.0
advanced_greedy,stress100to2000,281.6,288.0
advanced_greedy,stress100to2000,367.95000000000005,216.0
advanced_greedy,stress100to2000,381.50000000000006,208.0
advanced_greedy,stress100to2000,404.15000000000003,192.0
advanced_greedy,stress100to2000,426.8,208.0
advanced_greedy,stress100to2000,485.85,160.0
advanced_greedy,stress100to2000,581.3000000000001,80.0
advanced_greedy,stress100to2000,622.1500000000001,112.0
advanced_greedy,stress100to2000,667.5500000000001,124.0
advanced_greedy,stress100to2000,690.2,120.0
advanced_greedy,stress100to2000,699.2,120.0
advanced_greedy,stress100to2000,708.2,124.0
advanced_greedy,stress100to2000,717.2,124.0
advanced_greedy,stress100to2000,726.2,124.0
advanced_greedy,stress100to2000,735.2,124.0
advanced_greedy,stress100to2000,744.2,124.0
advanced_greedy,stress100to2000,753.2,124.0
advanced_greedy,stress100to2000,762.2,124.0
advanced_greedy,stress100to2000,771.2,124.0
advanced_greedy,stress100to2000,780.2,124.0
advanced_greedy,stress100to2000,789.2,124.0
advanced_greedy,stress100to2000,798.2,124.0
advanced_greedy,stress100to2000,807.2,124.0
advanced_greedy,stress100to2000,816.2,124.0
advanced_greedy,stress100to2000,825.2,124.0
advanced_greedy,stress100to2000,834.2,124.0
advanced_greedy,stress100to2000,843.2,124.0
advanced_greedy,stress100to2000,852.2,124.0
advanced_greedy,stress100to2000,861.2,124.0
advanced_greedy,stress100to2000,870.2,124.0
advanced_greedy,stress100to2000,879.2,124.0
advanced_greedy,stress100to2000,888.2,124.0
advanced_greedy,stress100to2000,897.2,124.0
advanced_greedy,stress100to2000,906.2,124.0
advanced_greedy,stress100to2000,915.2,124.0
advanced_greedy,stress100to2000,924.2,124.0
advanced_greedy,stress100to2000,933.2,124.0
advanced_greedy,stress100to2000,942.2,124.0
advanced_greedy,stress100to2000,951.2,124.0
advanced_greedy,stress100to2000,960.2,124.0
advanced_greedy,stress100to2000,969.2,124.0
advanced_greedy,stress100to2000,978.2,124.0
advanced_greedy,stress100to2000,987.2,124.0
advanced_greedy,stress100to2000,996.2,124.0
advanced_greedy,stress100to2000,1005.2,124.0
advanced_greedy,stress100to2000,1014.2,124.0
advanced_greedy,stress100to2000,1023.2,124.0
advanced_greedy,stress100to2000,1032.2,124.0
advanced_greedy,stress100to2000,1041.2,124.0
advanced_greedy,stress100to2000,1050.2,124.0
advanced_greedy,stress100to2000,1059.2,124.0
advanced_greedy,stress100to2000,1068.2,124.0
advanced_greedy,stress100to2000,1077.2,124.0
advanced_greedy,stress100to2000,1086.2,124.0
advanced_greedy,stress100to2000,1095.2,124.0
advanced_greedy,stress100to2000,1104.2,124.0
advanced_greedy,stress100to2000,1113.2,124.0
advanced_greedy,stress100to2000,1122.2,124.0
advanced_greedy,stress100to2000,1131.2,124.0
advanced_greedy,stress100to2000,1140.2,124.0
advanced_greedy,stress100to2000,1149.2,124.0
advanced_greedy,stress100to2000,1158.2,124.0
advanced_greedy,stress100to2000,1167.2,124.0
advanced_greedy,stress100to2000,1176.2,124.0
advanced_greedy,stress100to2000,1185.2,124.0
advanced_greedy,stress100to2000,1194.2,124.0
advanced_greedy,stress100to2000,1203.2,124.0
advanced_greedy,stress100to2000,1212.2,124.0
advanced_greedy,stress100to2000,1221.2,124.0
advanced_greedy,stress100to2000,1230.2,124.0
advanced_greedy,stress100to2000,1239.2,124.0
advanced_greedy,stress100to2000,1248.2,124.0
advanced_greedy,stress100to2000,1257.2,124.0
advanced_greedy,stress100to2000,1266.2,124.0
advanced_greedy,stress100to2000,1275.2,124.0
advanced_greedy,stress100to2000,1284.2,124.0
advanced_greedy,stress100to2000,1293.2,124.0
advanced_greedy,stress100to2000,1302.2,124.0
advanced_greedy,stress100to2000,1311.2,124.0
advanced_greedy,stress100to2000,1320.2,124.0
advanced_greedy,stress100to2000,1329.2,124.0
advanced_greedy,stress100to2000,1338.2,124.0
advanced_greedy,stress100to2000,1347.2,124.0
advanced_greedy,stress100to2000,1356.2,124.0
advanced_greedy,stress100to2000,1365.2,124.0
advanced_greedy,stress100to2000,1374.2,124.0
advanced_greedy,stress100to2000,1383.2,124.0
advanced_greedy,stress100to2000,1392.2,124.0
advanced_greedy,stress100to2000,1401.2,124.0
advanced_greedy,stress100to2000,1410.2,124.0
advanced_greedy,stress100to2000,1419.2,124.0
advanced_greedy,stress100to2000,1428.2,124.0
advanced_greedy,stress100to2000,1437.2,124.0
advanced_greedy,stress100to2000,1446.2,124.0
advanced_greedy,stress100to2000,1455.2,124.0
advanced_greedy,stress100to2000,1464.2,124.0
advanced_greedy,stress100to2000,1473.2,124.0
advanced_greedy,stress100to2000,1482.2,124.0
advanced_greedy,stress100to2000,1491.2,124.0
advanced_greedy,stress100to2000,1500.2,124.0
advanced_greedy,stress100to2000,1509.2,124.0
advanced_greedy,stress100to2000,1518.2,124.0
advanced_greedy,stress100to2000,1527.2,124.0
advanced_greedy,stress100to2000,1536.2,124.0
advanced_greedy,stress100to2000,1545.2,120.0
advanced_greedy,stress100to2000,1554.2,120.0
advanced_greedy,stress100to2000,1563.2,120.0
advanced_greedy,stress100to2000,1572.2,120.0
advanced_greedy,stress100to2000,1581.2,120.0
advanced_greedy,stress100to2000,1590.2,120.0
advanced_greedy,stress100to2000,1599.2,120.0
advanced_greedy,stress100to2000,1608.2,120.0
advanced_greedy,stress100to2000,1617.2,120.0
advanced_greedy,stress100to2000,1626.2,120.0
advanced_greedy,stress100to2000,1635.2,120.0
advanced_greedy,stress100to2000,1644.2,120.0
advanced_greedy,stress100to2000,1653.2,120.0
advanced_greedy,stress100to2000,1662.2,120.0
advanced_greedy,stress100to2000,1671.2,120.0
advanced_greedy,stress100to2000,1680.2,120.0
advanced_greedy,stress100to2000,1689.2,120.0
advanced_greedy,stress100to2000,1698.2,120.0
advanced_greedy,stress100to2000,1707.2,120.0
advanced_greedy,stress100to2000,1716.2,120.0
advanced_greedy,stress100to2000,1725.2,120.0
advanced_greedy,stress100to2000,1734.2,120.0
advanced_greedy,stress100to2000,1743.2,120.0
advanced_greedy,stress100to2000,1752.2,116.0
advanced_greedy,stress100to2000,1761.2,116.0
advanced_greedy,stress100to2000,1770.2,116.0
advanced_greedy,stress100to2000,1779.2,116.0
advanced_greedy,stress100to2000,1788.2,112.0
advanced_greedy,stress100to2000,1797.2,112.0
advanced_greedy,stress100to2000,1806.2,108.0
advanced_greedy,stress100to2000,1815.2,104.0
advanced_greedy,stress100to2000,1824.2,100.0
advanced_greedy,stress100to2000,1906.0,32.0
advanced_greedy,stress100to2000,1928.65,28.0
advanced_greedy,stress100to2000,1978.6000000000001,348.0
advanced_greedy,stress100to2000,1987.6000000000001,348.0
advanced_greedy,stress100to2000,1996.6000000000001,348.0
advanced_greedy,stress100to2000,2005.6000000000001,348.0
advanced_greedy,stress100to2000,2014.6000000000001,348.0
advanced_greedy,stress100to2000,2023.6000000000001,348.0
advanced_greedy,stress100to2000,2032.6000000000001,348.0
advanced_greedy,stress100to2000,2041.6000000000001,348.0
advanced_greedy,stress100to2000,2050.6000000000004,348.0
advanced_greedy,stress100to2000,2059.6000000000004,348.0
advanced_greedy,stress100to2000,2068.6000000000004,348.0
advanced_greedy,stress100to2000,2077.6000000000004,348.0
advanced_greedy,stress100to2000,2086.6000000000004,348.0
advanced_greedy,stress100to2000,2095.6000000000004,348.0
advanced_greedy,stress100to2000,2104.6000000000004,348.0
advanced_greedy,stress100to2000,2113.6000000000004,348.0
advanced_greedy,stress100to2000,2122.6000000000004,348.0
advanced_greedy,stress100to2000,2131.6000000000004,348.0
advanced_greedy,stress100to2000,2140.6000000000004,348.0
advanced_greedy,stress100to2000,2149.6000000000004,348.0
advanced_greedy,stress100to2000,2158.6000000000004,348.0
advanced_greedy,stress100to2000,2167.6000000000004,348.0
advanced_greedy,stress100to2000,2176.6000000000004,348.0
advanced_greedy,stress100to2000,2185.6000000000004,348.0
advanced_greedy,stress100to2000,2194.6000000000004,348.0
advanced_greedy,stress100to2000,2203.6000000000004,348.0
advanced_greedy,stress100to2000,2212.6000000000004,348.0
advanced_greedy,stress100to2000,2221.6000000000004,348.0
advanced_greedy,stress100to2000,2230.6000000000004,348.0
advanced_greedy,stress100to2000,2239.6000000000004,348.0
advanced_greedy,stress100to2000,2248.6000000000004,348.0
advanced_greedy,stress100to2000,2257.6000000000004,348.0
advanced_greedy,stress100to2000,2266.6000000000004,348.0
advanced_greedy,stress100to2000,2275.6000000000004,348.0
advanced_greedy,stress100to2000,2284.6000000000004,348.0
advanced_greedy,stress100to2000,2293.6000000000004,348.0
advanced_greedy,stress100to2000,2302.6000000000004,348.0
advanced_greedy,stress100to2000,2311.6000000000004,348.0
advanced_greedy,stress100to2000,2320.6000000000004,348.0
advanced_greedy,stress100to2000,2329.6000000000004,348.0
advanced_greedy,stress100to2000,2338.6000000000004,348.0
advanced_greedy,stress100to2000,2347.6000000000004,348.0
advanced_greedy,stress100to2000,2356.6000000000004,348.0
advanced_greedy,stress100to2000,2365.6000000000004,348.0
advanced_greedy,stress100to2000,2374.6000000000004,348.0
advanced_greedy,stress100to2000,2383.6000000000004,348.0
advanced_greedy,stress100to2000,2392.6000000000004,352.0
advanced_greedy,stress100to2000,2401.6000000000004,352.0
advanced_greedy,stress100to2000,2410.6000000000004,352.0
advanced_greedy,stress100to2000,2419.6000000000004,352.0
advanced_greedy,stress100to2000,2428.6000000000004,352.0
advanced_greedy,stress100to2000,2437.6000000000004,352.0
advanced_greedy,stress100to2000,2446.6000000000004,352.0
advanced_greedy,stress100to2000,2455.6000000000004,352.0
advanced_greedy,stress100to2000,2464.6000000000004,352.0
advanced_greedy,stress100to2000,2473.6000000000004,352.0
advanced_greedy,stress100to2000,2482.6000000000004,352.0
advanced_greedy,stress100to2000,2491.6000000000004,352.0
advanced_greedy,stress100to2000,2500.6000000000004,352.0
advanced_greedy,stress100to2000,2509.6000000000004,352.0
advanced_greedy,stress100to2000,2518.6000000000004,352.0
advanced_greedy,stress100to2000,2527.6000000000004,352.0
advanced_greedy,stress100to2000,2536.6000000000004,352.0
advanced_greedy,stress100to2000,2545.6000000000004,352.0
advanced_greedy,stress100to2000,2554.6000000000004,352.0
advanced_greedy,stress100to2000,2563.6000000000004,352.0
advanced_greedy,stress100to2000,2572.6000000000004,352.0
advanced_greedy,stress100to2000,2581.6000000000004,352.0
advanced_greedy,stress100to2000,2590.6000000000004,352.0
advanced_greedy,stress100to2000,2599.6000000000004,352.0
advanced_greedy,stress100to2000,2608.6000000000004,352.0
advanced_greedy,stress100to2000,2617.6000000000004,352.0
advanced_greedy,stress100to2000,2626.6000000000004,352.0
advanced_greedy,stress100to2000,2635.6000000000004,352.0
advanced_greedy,stress100to2000,2644.6000000000004,352.0
advanced_greedy,stress100to2000,2653.6000000000004,352.0
advanced_greedy,stress100to2000,2662.6000000000004,352.0
advanced_greedy,stress100to2000,2671.6000000000004,352.0
advanced_greedy,stress100to2000,2680.6000000000004,352.0
advanced_greedy,stress100to2000,2689.6000000000004,352.0
advanced_greedy,stress100to2000,2698.6000000000004,352.0
advanced_greedy,stress100to2000,2707.6000000000004,352.0
advanced_greedy,stress100to2000,2716.6000000000004,352.0
advanced_greedy,stress100to2000,2725.6000000000004,352.0
advanced_greedy,stress100to2000,2734.6000000000004,352.0
advanced_greedy,stress100to2000,2743.6000000000004,352.0
advanced_greedy,stress100to2000,2752.6000000000004,352.0
advanced_greedy,stress100to2000,2761.6000000000004,352.0
advanced_greedy,stress100to2000,2770.6000000000004,352.0
advanced_greedy,stress100to2000,2779.6000000000004,352.0
advanced_greedy,stress100to2000,2788.6000000000004,352.0
advanced_greedy,stress100to2000,2797.6000000000004,352.0
advanced_greedy,stress100to2000,2806.6000000000004,352.0
advanced_greedy,stress100to2000,2815.6000000000004,352.0
advanced_greedy,stress100to2000,2824.6000000000004,352.0
advanced_greedy,stress100to2000,2833.6000000000004,352.0
advanced_greedy,stress100to2000,2842.6000000000004,352.0
advanced_greedy,stress100to2000,2851.6000000000004,352.0
advanced_greedy,stress100to2000,2860.6000000000004,352.0
advanced_greedy,stress100to2000,2869.6000000000004,352.0
advanced_greedy,stress100to2000,2878.6000000000004,352.0
advanced_greedy,stress100to2000,2887.6000000000004,352.0
advanced_greedy,stress100to2000,2896.6000000000004,352.0
advanced_greedy,stress100to2000,2905.6000000000004,352.0
advanced_greedy,stress100to2000,2914.6000000000004,352.0
advanced_greedy,stress100to2000,2923.6000000000004,352.0
advanced_greedy,stress100to2000,2932.6000000000004,352.0
advanced_greedy,stress100to2000,2941.6000000000004,356.0
advanced_greedy,stress100to2000,2950.6000000000004,356.0
advanced_greedy,stress100to2000,2959.6000000000004,356.0
advanced_greedy,stress100to2000,2968.6000000000004,356.0
advanced_greedy,stress100to2000,2977.6000000000004,356.0
advanced_greedy,stress100to2000,2986.6000000000004,356.0
advanced_greedy,stress100to2000,2995.6000000000004,356.0
advanced_greedy,stress100to2000,3004.6000000000004,356.0
advanced_greedy,stress100to2000,3013.6000000000004,356.0
