policy,sigma_km,pair_id,rso_id,delta_v_magnitude_mps,delta_v_radial_mps,delta_v_transverse_mps,delta_v_normal_mps,burn_time_seconds,seconds_after_burn,final_trace_maneuver,final_trace_control,final_trace_change,final_error_maneuver_km,final_error_control_km,final_nominal_truth_offset_km,reacquired,reacquisition_time_seconds,post_maneuver_observation_count
advanced_greedy,0,seed_002,51,23.52149007,-9.4123816,-16.50205841,13.86901711,873.0627253,4526.937275,0.02854350032,0.02854350032,-3.393119119e-15,106.2710037,0,106.2710037,False,nan,0
advanced_greedy,0,seed_002,60,3.713931485,-0.03816156368,-0.6742531781,3.652014981,1982.384297,3417.615703,0.01356644042,0.01353640958,3.003084652e-05,12.45170307,0.07679461688,12.51968956,True,998.4157455,1
advanced_greedy,0,seed_002,62,6.253306237,-4.283997848,-4.28184755,-1.55466488,4544.257362,855.7426381,0.01410828243,0.01410828243,-3.417405248e-15,5.487499237,0.1057095826,5.399721146,False,nan,0
advanced_greedy,0,seed_002,69,34.19074357,-26.09236854,-19.55229812,10.29091288,4604.964355,795.0356445,0.005978647978,0.005978647978,-3.412201077e-15,27.4721756,0.1473988444,27.45928383,False,nan,0
advanced_greedy,0,seed_002,70,1.199340867,0.8463537694,-0.6177106141,0.5835558318,3595.304908,1804.695092,0.01528437766,0.01528437766,-3.40352746e-15,2.11262536,0.1211178973,2.175949335,False,nan,0
advanced_greedy,0,seed_002,78,2.980210653,1.193332793,-2.730806779,-0.017513377,1743.173976,3656.826024,0.0285507679,0.0285507679,-3.40352746e-15,10.75602722,0,10.75602722,False,nan,0
advanced_greedy,0,seed_002,83,40.2182229,-19.28561639,-33.64249996,10.66548875,1094.441717,4305.558283,0.01262430188,0.01273662957,-0.0001123276852,136.7867432,0.01986209489,173.7010803,True,7.108286166,52
advanced_greedy,0,seed_002,86,26.5177069,4.12982229,-25.55070968,-5.770145756,1688.002625,3711.997375,0.009975890016,0.009975890016,-5.620504062e-16,92.57523346,0.07497964054,97.20492554,True,182.0973988,1
advanced_greedy,0,seed_002,90,68.5249591,32.4359748,-50.86860227,32.49558219,2807.85664,2592.14336,0.007707297885,0.007707297885,-3.412201077e-15,177.4103241,0.1186999604,177.488266,False,nan,0
advanced_greedy,0,seed_002,91,2.418296902,-1.945488235,-0.4623918576,-1.359937206,1603.752709,3796.247291,0.01624616275,0.01624616275,-3.406996907e-15,9.447159767,0.03086864948,9.451003075,False,nan,0
advanced_greedy,0,seed_002,94,57.19447013,-47.84542647,-30.72878082,6.145291623,2148.706154,3251.293846,0.009654630246,0.009654630246,-3.410466354e-15,189.4299927,0.1370261163,189.3925781,False,nan,0
advanced_greedy,10,seed_000,13,8.591806991,-4.62730771,3.410154737,6.385766625,4649.333088,750.6669122,0.0008320696162,0.0008320696162,0,13.55446625,17.01090813,6.505084991,False,nan,0
advanced_greedy,10,seed_000,26,45.05713151,21.88315493,18.86158989,34.57619205,4310.542844,1089.457156,0.00775690488,0.00775690488,0,49.55533218,0.973993361,49.36859131,False,nan,0
advanced_greedy,10,seed_000,31,4.032133254,-1.350684702,-3.735201645,-0.6942752222,4444.641413,955.3585869,0.02407383164,0.02407383164,0,3.874861002,0,3.874861002,False,nan,0
advanced_greedy,10,seed_000,41,3.083035685,1.040880229,1.483021188,2.494458967,2074.03434,3325.96566,0.01330195988,0.01330195988,0,17.01254654,11.47606277,10.21647358,True,415.1156938,1
advanced_greedy,10,seed_000,45,3.342884289,0.3756871913,3.275814786,-0.5502472151,3323.933924,2076.066076,0.007359756864,0.007359756864,0,19.91029358,20.68458557,6.931734562,False,nan,0
advanced_greedy,10,seed_000,50,10.22181332,-4.045185243,-5.488971169,7.615322677,1222.601074,4177.398926,0.008117130367,0.008117130367,0,31.69663048,18.54669952,42.60754395,True,1225.69896,1
advanced_greedy,10,seed_000,53,1.209637951,-1.128599995,-0.3458762118,-0.2643022335,2070.030837,3329.969163,0.03254639517,0.03254639517,0,4.096716881,0,4.096716881,False,nan,0
advanced_greedy,10,seed_000,59,15.10906187,5.676270335,11.1107515,-8.521438061,4595.559288,804.4407121,0.004074315951,0.004074315951,0,12.91748714,8.166811943,12.24845028,False,nan,0
advanced_greedy,10,seed_000,60,3.264081731,1.882293059,0.3581528135,2.642523216,1328.978565,4071.021435,0.01115979521,0.01116026565,-4.704406127e-07,10.89675522,3.63819313,13.32398319,True,2251.971488,23
advanced_greedy,10,seed_000,62,33.6480001,22.88919418,-23.91458049,-6.030384796,2301.467232,3098.532768,0.008986121048,0.008986121048,0,110.9998016,9.129673958,104.5013504,False,nan,0
advanced_greedy,10,seed_000,64,1.592237964,-0.4453341925,-0.9956949834,-1.159952883,2882.474742,2517.525258,0.01421481814,0.01421309441,1.723730958e-06,9.33876133,7.806100368,4.005269527,True,2514.625347,2
advanced_greedy,10,seed_000,74,87.98395118,53.95884844,-50.02984702,48.23518164,3357.859789,2042.140211,0.01270172976,0.01270172976,0,187.3317871,12.83098316,180.2154083,False,nan,0
advanced_greedy,10,seed_000,75,40.09094799,-8.363833193,21.75912269,-32.61703519,1804.297265,3595.702735,0.003295201948,0.003295201948,0,133.4756012,17.22163963,141.6760101,False,nan,0
advanced_greedy,10,seed_000,76,34.6529872,-31.13400688,11.67769963,-9.753689994,2308.335859,3091.664141,0.002974754158,0.002974754158,0,102.4647903,6.662724972,108.582962,False,nan,0
advanced_greedy,10,seed_000,81,3.396597712,-0.8151726162,0.6413974445,-3.234343665,2343.890217,3056.109783,0.009291475509,0.009291475509,0,16.17053604,11.45804214,10.37141418,False,nan,0
advanced_greedy,10,seed_000,84,30.0419554,-19.08621698,16.12780524,16.67720911,3531.230436,1868.769564,0.0329874054,0.0329874054,0,56.35229874,0,56.35229874,False,nan,0
advanced_greedy,10,seed_000,87,8.937321937,-8.517099696,0.5289178831,2.656121618,4134.525093,1265.474907,0.00524391693,0.00524391693,0,16.55356979,21.09594154,11.39122963,False,nan,0
advanced_greedy,10,seed_000,90,15.15498623,14.78502984,2.409305046,-2.296029054,1097.065716,4302.934284,0.0108222364,0.0108222364,0,77.26338959,11.01140499,66.67949677,False,nan,0
advanced_greedy,10,seed_000,91,55.90106315,-22.65746785,32.04282272,39.80986717,786.0536623,4613.946338,0.006657761528,0.006657761528,0,268.5197144,20.64665031,255.391861,False,nan,0
advanced_greedy,10,seed_000,92,8.43641134,-2.983730442,-6.223356839,-4.851826315,809.2762671,4590.723733,0.0117697088,0.0117697088,0,46.49785614,21.48163223,38.56395721,False,nan,0
advanced_greedy,10,seed_001,1,26.13706976,-2.445772279,5.922723941,-25.33941504,815.1355685,4584.864431,0.01298265839,0.01298265839,0,118.2856979,0,118.2856979,False,nan,0
advanced_greedy,10,seed_001,7,42.24342517,-0.5474466722,16.51411312,-38.87790298,1514.433392,3885.566608,0.008757297482,0.008757297482,0,163.8436737,0,163.8436737,False,nan,0
advanced_greedy,10,seed_001,9,1.326977953,-0.2577820215,0.6544700773,-1.125205686,2162.459297,3237.540703,0.02614735084,0.02614735084,0,4.380853176,0,4.380853176,False,nan,0
advanced_greedy,10,seed_001,13,71.71382746,-13.79421499,-39.77070973,58.05930872,810.0815902,4589.91841,0.01520526474,0.01520526474,0,325.8566589,3.889608383,327.7132874,False,nan,0
advanced_greedy,10,seed_001,24,11.04981068,0.1597185289,10.77598937,2.439438302,1081.776985,4318.223015,0.003729260185,0.003729260185,0,15.50144386,11.33684254,47.83747482,True,3120.523072,1
advanced_greedy,10,seed_001,27,1.931079374,-0.5686269889,1.504819161,-1.06829312,3199.928921,2200.071079,0.009805286743,0.009805286743,0,7.16157198,10.10686779,4.359477043,False,nan,0
advanced_greedy,10,seed_001,30,98.05532272,-71.7185026,35.6843019,56.55027231,4227.476933,1172.523067,0.02482227273,0.02482227273,0,123.1879578,0,123.1879578,False,nan,0
advanced_greedy,10,seed_001,34,10.36979835,-4.978214018,2.174502716,-8.832985963,4096.995023,1303.004977,0.00196793047,0.00196793047,0,23.89824867,19.77041054,14.36060143,False,nan,0
advanced_greedy,10,seed_001,48,13.17644982,-4.777233736,-11.62970939,-3.942933831,2874.181919,2525.818081,0.004257857573,0.004257857573,0,46.02423477,24.01474762,34.27030945,True,1038.418136,1
advanced_greedy,10,seed_001,50,5.448021862,-3.467397694,4.049546226,-1.122172357,4371.738983,1028.261017,0.01050378204,0.01050378204,0,10.63648701,11.38445187,6.053826332,False,nan,0
advanced_greedy,10,seed_001,57,3.409007701,-0.9202793673,0.4095139555,3.25679562,2480.074279,2919.925721,0.01174739042,0.01174739042,0,17.54574394,11.58024311,10.18571281,False,nan,0
advanced_greedy,10,seed_001,69,75.36565912,64.33450141,4.981329838,-38.93893754,1931.998612,3468.001388,0.003374423749,0.003374423749,0,177.9883575,4.956604004,270.0510864,True,2044.101443,1
advanced_greedy,10,seed_001,73,62.27139641,11.72316484,-60.08688001,11.39566002,1898.843642,3501.156358,0.004856727821,0.004856727821,0,222.794342,8.191587448,220.6904602,False,nan,0
advanced_greedy,10,seed_001,75,8.769142349,-4.234607528,2.609144347,7.222071891,4184.271396,1215.728604,0.006399130638,0.006399130638,0,11.32444477,7.354263783,11.38314152,False,nan,0
advanced_greedy,10,seed_001,82,16.37136664,13.07091611,-2.110464351,9.629056967,3122.092748,2277.907252,0.01232156353,0.01232156353,0,38.82865143,0,38.82865143,False,nan,0
advanced_greedy,10,seed_001,84,94.9060723,-14.13413938,-61.35144901,71.0168175,4285.491604,1114.508396,0.008565202317,0.008565202317,0,123.8082733,16.9812851,113.5119095,False,nan,0
advanced_greedy,10,seed_001,88,2.392161791,-2.074906781,0.987165923,-0.6653595481,3307.405083,2092.594917,0.009913762246,0.009913762246,0,5.246831894,0,5.246831894,False,nan,0
advanced_greedy,10,seed_001,89,10.79278094,8.482265222,6.566512542,1.190046319,1341.55275,4058.44725,0.003080360441,0.003080360441,0,52.5856781,12.66704845,45.54808807,False,nan,0
advanced_greedy,10,seed_001,93,1.531157954,-0.4340709092,1.425910185,0.350438686,4075.944876,1324.055124,0.008409865097,0.008409865097,0,23.68820953,21.5902195,2.150060415,False,nan,0
advanced_greedy,10,seed_001,97,90.87256316,-90.64041956,-3.106862243,5.699516215,3998.354227,1401.645773,0.009468306226,0.009468306226,0,104.5745621,5.816858292,135.4497528,True,1369.245846,1
advanced_greedy,10,seed_002,0,3.378152098,-1.901489801,-1.4910159,2.360745585,3902.399384,1497.600616,0.02597012187,0.02597012187,-3.969047313e-15,5.085887432,0,5.085887432,False,nan,0
advanced_greedy,10,seed_002,4,3.009176433,2.778682089,0.7263292846,-0.8980614805,2100.128976,3299.871024,0.00927407321,0.00927407321,-3.975986207e-15,10.24179363,0,10.24179363,False,nan,0
advanced_greedy,10,seed_002,7,6.338083691,0.6988915732,5.685491403,2.712571279,657.642043,4742.357957,0.002053931603,0.00204600307,7.928532513e-06,24.59177017,1.601240873,29.37363625,True,916.6579713,1
advanced_greedy,10,seed_002,14,2.215859766,0.6137230995,1.928540974,0.9022794289,4698.640139,701.3598609,0.01422874646,0.01422874646,-3.969047313e-15,4.841956615,3.52701211,1.569478512,False,nan,0
advanced_greedy,10,seed_002,18,95.46678227,-22.23393248,34.91259024,-86.02714575,1027.043256,4372.956744,0.006969678089,0.006969678089,-3.97251676e-15,412.0648499,7.070505619,412.4189148,False,nan,0
advanced_greedy,10,seed_002,21,2.045702191,0.8096686218,-0.3517287568,-1.845432485,2202.140375,3197.859625,0.005684649952,0.005682685799,1.964153193e-06,13.11175537,10.74299049,6.539278984,False,nan,0
advanced_greedy,10,seed_002,34,2.707061157,0.8435705739,-2.028494319,1.581701487,2582.933331,2817.066669,0.009777721937,0.009777721937,-3.97251676e-15,7.736273289,12.49510765,7.600846291,False,nan,0
advanced_greedy,10,seed_002,44,29.56018339,3.366179309,-23.36021765,-17.79813222,3881.778135,1518.221865,0.01163105122,0.01163105122,-3.975986207e-15,45.02484512,0,45.02484512,False,nan,0
advanced_greedy,10,seed_002,50,82.86370896,-30.81366755,-11.16752407,-76.10649487,2029.719389,3370.280611,0.04060477209,0.04060477209,-3.975986207e-15,277.9643555,0,277.9643555,False,nan,0
advanced_greedy,10,seed_002,51,23.52149007,-9.4123816,-16.50205841,13.86901711,873.0627253,4526.937275,0.02854350032,0.02854350032,-3.955169525e-15,106.2710037,0,106.2710037,False,nan,0
advanced_greedy,10,seed_002,60,3.713931485,-0.03816156368,-0.6742531781,3.652014981,1982.384297,3417.615703,0.01356105723,0.01352927442,3.178280634e-05,17.80604172,12.08483219,12.51968956,True,1007.415746,1
advanced_greedy,10,seed_002,62,6.253306237,-4.283997848,-4.28184755,-1.55466488,4544.257362,855.7426381,0.01410828243,0.01410828243,-3.975986207e-15,8.991735458,8.341581345,5.399721146,False,nan,0
advanced_greedy,10,seed_002,69,34.19074357,-26.09236854,-19.55229812,10.29091288,4604.964355,795.0356445,0.005978647978,0.005978647978,-3.973384122e-15,24.47453308,3.291139841,27.45928383,False,nan,0
advanced_greedy,10,seed_002,70,1.199340867,0.8463537694,-0.6177106141,0.5835558318,3595.304908,1804.695092,0.01528437766,0.01528437766,-3.975986207e-15,14.22245884,15.2500248,2.175949335,False,nan,0
advanced_greedy,10,seed_002,78,2.980210653,1.193332793,-2.730806779,-0.017513377,1743.173976,3656.826024,0.0285507679,0.0285507679,-3.986394548e-15,10.75602722,0,10.75602722,False,nan,0
advanced_greedy,10,seed_002,83,40.2182229,-19.28561639,-33.64249996,10.66548875,1094.441717,4305.558283,0.01265130519,0.01274764994,-9.634474722e-05,135.5271454,5.55563879,173.7010803,True,7.108286166,53
advanced_greedy,10,seed_002,86,26.5177069,4.12982229,-25.55070968,-5.770145756,1688.002625,3711.997375,0.009976356375,0.009975890016,4.663594439e-07,94.57754517,2.354273796,97.20492554,True,182.0973988,1
advanced_greedy,10,seed_002,90,68.5249591,32.4359748,-50.86860227,32.49558219,2807.85664,2592.14336,0.007707297885,0.007707297885,-3.968179951e-15,172.9902954,5.151499271,177.488266,False,nan,0
advanced_greedy,10,seed_002,91,2.418296902,-1.945488235,-0.4623918576,-1.359937206,1603.752709,3796.247291,0.01624499253,0.01624499253,-3.979455654e-15,10.81415558,1.583651781,9.451003075,False,nan,0
advanced_greedy,10,seed_002,94,57.19447013,-47.84542647,-30.72878082,6.145291623,2148.706154,3251.293846,0.009654630246,0.009654630246,-3.970782037e-15,192.8808136,13.62335682,189.3925781,False,nan,0
frozen_cnnv2_ppo,0,seed_000,13,8.591806991,-4.62730771,3.410154737,6.385766625,4649.333088,750.6669122,0.01840724975,0.01840724975,0,6.857203484,0,6.857203484,False,nan,0
frozen_cnnv2_ppo,0,seed_000,26,45.05713151,21.88315493,18.86158989,34.57619205,4310.542844,1089.457156,0.007474178425,0.007476994576,-2.816150506e-06,46.74637222,0.1062411517,51.21441269,True,166.5071497,2
frozen_cnnv2_ppo,0,seed_000,31,4.032133254,-1.350684702,-3.735201645,-0.6942752222,4444.641413,955.3585869,0.02408866551,0.02408866551,0,4.03972578,0,4.03972578,False,nan,0
frozen_cnnv2_ppo,0,seed_000,41,3.083035685,1.040880229,1.483021188,2.494458967,2074.03434,3325.96566,0.01300766729,0.01300766729,0,10.33165359,0.05258487538,10.34098244,False,nan,0
frozen_cnnv2_ppo,0,seed_000,45,3.342884289,0.3756871913,3.275814786,-0.5502472151,3323.933924,2076.066076,0.006945686816,0.006945597432,8.938394331e-08,4.030157566,0.04080618918,7.06705761,True,1003.56607,4
frozen_cnnv2_ppo,0,seed_000,50,10.22181332,-4.045185243,-5.488971169,7.615322677,1222.601074,4177.398926,0.0078293842,0.007829054989,3.292106144e-07,38.73595047,0.01310984232,43.02272034,True,329.7989255,5
frozen_cnnv2_ppo,0,seed_000,53,1.209637951,-1.128599995,-0.3458762118,-0.2643022335,2070.030837,3329.969163,0.03260409273,0.03260409273,0,4.148613453,0,4.148613453,False,nan,0
frozen_cnnv2_ppo,0,seed_000,59,15.10906187,5.676270335,11.1107515,-8.521438061,4595.559288,804.4407121,0.003191125068,0.003191125068,0,12.04327869,0.008194340393,12.86717892,True,453.3907045,1
frozen_cnnv2_ppo,0,seed_000,60,3.264081731,1.882293059,0.3581528135,2.642523216,1328.978565,4071.021435,0.01166277217,0.01166240523,3.669383897e-07,10.97704887,0.08075807244,13.45839977,True,2268.071431,2
frozen_cnnv2_ppo,0,seed_000,62,33.6480001,22.88919418,-23.91458049,-6.030384796,2301.467232,3098.532768,0.007473744284,0.007475160954,-1.416670441e-06,65.32559967,0.02906012163,105.8759766,True,172.0827645,4
frozen_cnnv2_ppo,0,seed_000,64,1.592237964,-0.4453341925,-0.9956949834,-1.159952883,2882.474742,2517.525258,0.01414815766,0.01415053615,-2.378489728e-06,3.497128963,0.03049723059,4.069914818,True,997.2752544,3
frozen_cnnv2_ppo,0,seed_000,74,87.98395118,53.95884844,-50.02984702,48.23518164,3357.859789,2042.140211,0.01192767862,0.01192872527,-1.046647279e-06,146.6846008,0.0305285491,183.8175354,True,744.2402079,2
frozen_cnnv2_ppo,0,seed_000,75,40.09094799,-8.363833193,21.75912269,-32.61703519,1804.297265,3595.702735,0.001978112468,0.001839733111,0.0001383793573,124.6310349,0.07163466513,143.2193451,True,250.652733,5
frozen_cnnv2_ppo,0,seed_000,76,34.6529872,-31.13400688,11.67769963,-9.753689994,2308.335859,3091.664141,0.002365311968,0.002365315331,-3.362642171e-09,56.26552582,0.02059732005,110.0500259,True,324.0641379,4
